,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4516,0.498,0.0,0.0,,-0.0033,0.9932
0_1,0.7922,0.7486,0.5,0.3333,0.4,0.4063,0.9959
0_2,0.8604,0.4986,0.0,0.0,,-0.0027,0.9946
0_3,0.9905,0.7486,0.5,0.3333,0.4,0.4063,0.9959
0_4,0.5082,0.4952,0.0,0.0,,-0.0051,0.9878
0_5,0.564,0.4959,0.0,0.0,,-0.0047,0.9891
0_6,0.4292,0.498,0.0,0.0,,-0.0033,0.9932
0_7,1.0,0.9959,1.0,0.1429,0.25,0.3764,0.9918
0_8,0.9959,0.498,0.0,0.0,,-0.0024,0.9946
0_9,0.5027,0.4952,0.0,0.0,,-0.0036,0.9891
0_Mean,0.7095,0.5972,0.2,0.081,0.35,0.1164,0.9925
0_SD,0.2414,0.1749,0.3496,0.1403,0.0866,0.1934,0.003
Mean,0.7095,0.5972,0.2,0.0809,0.35,0.1164,0.9925
SD,0.2414,0.1748,0.3496,0.1403,0.0866,0.1934,0.003
