,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4346,0.4973,0.0,0.0,,-0.0039,0.9918
0_1,0.7677,0.7486,0.5,0.3333,0.4,0.4063,0.9959
0_2,0.5436,0.748,0.5,0.25,0.3333,0.3511,0.9946
0_3,0.0913,0.4966,0.0,0.0,,-0.0031,0.9918
0_4,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0_5,0.4482,0.498,0.0,0.0,,-0.0024,0.9946
0_6,0.4833,0.498,0.0,0.0,,-0.0033,0.9932
0_7,0.5553,0.4986,0.0,0.0,,-0.0027,0.9946
0_8,0.7162,0.7466,0.5,0.1667,0.25,0.2855,0.9918
0_9,0.7974,0.7459,0.5,0.1429,0.2222,0.2638,0.9905
0_Mean,0.5838,0.6478,0.3,0.1893,0.4411,0.2291,0.9939
0_SD,0.2508,0.1752,0.3496,0.3098,0.3202,0.3188,0.0027
Mean,0.5838,0.6478,0.3,0.1893,0.4411,0.2291,0.9939
SD,0.2508,0.1752,0.3496,0.3097,0.3202,0.3188,0.0027
