,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8204,0.721,0.4545,0.3333,0.3846,0.3795,0.9803
0_1,0.8805,0.7142,0.4545,0.1923,0.2703,0.2813,0.9668
0_2,0.6161,0.5778,0.1818,0.087,0.1176,0.1084,0.9631
0_3,0.73,0.7154,0.4545,0.2083,0.2857,0.2941,0.9692
0_4,0.5732,0.4894,0.0,0.0,,-0.0163,0.9667
0_5,0.6951,0.6913,0.4,0.2222,0.2857,0.2866,0.9754
0_6,0.6283,0.695,0.4,0.3333,0.3636,0.3565,0.9828
0_7,0.8379,0.6894,0.4,0.1905,0.2581,0.2632,0.9717
0_8,0.7448,0.7413,0.5,0.2632,0.3448,0.3521,0.9766
0_9,0.6878,0.6239,0.2727,0.1304,0.1765,0.1726,0.9655
0_Mean,0.7214,0.6659,0.3518,0.1961,0.2763,0.2478,0.9718
0_SD,0.1016,0.079,0.1562,0.1042,0.0864,0.1247,0.0067
Mean,0.7214,0.6659,0.3518,0.196,0.2763,0.2478,0.9718
SD,0.1016,0.079,0.1562,0.1042,0.0864,0.1247,0.0067
