,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6893,0.6639,0.4634,0.1545,0.2317,0.2003,0.8441
0_1,0.5432,0.5929,0.2927,0.1277,0.1778,0.1272,0.8626
0_2,0.6967,0.6869,0.525,0.1533,0.2373,0.2161,0.8327
0_3,0.73,0.6603,0.425,0.1753,0.2482,0.214,0.8724
0_4,0.7471,0.7349,0.625,0.1736,0.2717,0.2663,0.834
0_5,0.7557,0.667,0.45,0.1682,0.2449,0.2137,0.8625
0_6,0.6874,0.6381,0.4,0.1441,0.2119,0.174,0.8525
0_7,0.6991,0.6717,0.475,0.1583,0.2375,0.2094,0.8488
0_8,0.7312,0.6788,0.475,0.1743,0.255,0.2271,0.8625
0_9,0.7014,0.6762,0.4634,0.1827,0.2621,0.231,0.8674
0_Mean,0.6981,0.6671,0.4595,0.1612,0.2378,0.2079,0.8539
0_SD,0.0597,0.036,0.0849,0.0169,0.0269,0.0368,0.0138
Mean,0.6981,0.6671,0.4594,0.1612,0.2378,0.2079,0.854
SD,0.0597,0.036,0.0849,0.0169,0.0269,0.0368,0.0138
