,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6835,0.6224,0.4857,0.1771,0.2595,0.1639,0.7328
0_1,0.7154,0.6502,0.5429,0.1929,0.2846,0.1995,0.7369
0_2,0.6541,0.5844,0.4203,0.1495,0.2205,0.1119,0.7172
0_3,0.6944,0.6416,0.5652,0.1741,0.2662,0.1799,0.7034
0_4,0.6698,0.6363,0.5429,0.1767,0.2667,0.1763,0.7117
0_5,0.7366,0.6519,0.5571,0.1902,0.2836,0.1992,0.7283
0_6,0.68,0.6297,0.5143,0.1773,0.2637,0.1706,0.7228
0_7,0.682,0.6271,0.5,0.1786,0.2632,0.169,0.7297
0_8,0.6859,0.6189,0.4714,0.1774,0.2578,0.1608,0.7379
0_9,0.6951,0.6403,0.5143,0.1905,0.278,0.1888,0.7421
0_Mean,0.6897,0.6303,0.5114,0.1784,0.2644,0.172,0.7263
0_SD,0.0231,0.0195,0.0443,0.0123,0.0182,0.0251,0.0124
Mean,0.6897,0.6303,0.5114,0.1784,0.2644,0.172,0.7263
SD,0.023,0.0195,0.0443,0.0123,0.0182,0.0251,0.0124
