,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5449,0.587,0.2,0.0455,0.0741,0.0838,0.9692
0_1,0.6804,0.7876,0.6,0.1304,0.2143,0.2712,0.9729
0_2,0.767,0.6826,0.4,0.0667,0.1143,0.1515,0.9618
0_3,0.6628,0.5857,0.2,0.0417,0.069,0.0792,0.9667
0_4,0.6715,0.5895,0.2,0.0556,0.087,0.0951,0.9741
0_5,0.7359,0.5969,0.2,0.1667,0.1818,0.177,0.9889
0_6,0.4744,0.5901,0.2,0.0588,0.0909,0.0984,0.9753
0_7,0.5841,0.6114,0.25,0.0435,0.0741,0.094,0.9691
0_8,0.559,0.5839,0.2,0.037,0.0625,0.0732,0.963
0_9,0.6912,0.5876,0.2,0.0476,0.0769,0.0863,0.9704
0_Mean,0.6371,0.6202,0.265,0.0693,0.1045,0.121,0.9711
0_SD,0.0926,0.0659,0.1334,0.0435,0.0519,0.0625,0.0077
Mean,0.6371,0.6202,0.265,0.0694,0.1045,0.121,0.9711
SD,0.0926,0.0659,0.1334,0.0435,0.0519,0.0625,0.0076
