,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8532,0.3611,0.7885,0.5882,0.5263,,0.5556,0.5464,0.9803,10,788,9,7
0_1,0.8001,0.1862,0.68,0.375,0.3333,,0.3529,0.3398,0.9729,6,785,12,10
0_2,0.7098,0.0603,0.5843,0.1875,0.1667,,0.1765,0.1592,0.9656,3,782,15,13
0_3,0.6404,0.1054,0.5543,0.125,0.1333,,0.129,0.1122,0.9668,2,784,13,14
0_4,0.8016,0.2611,0.7144,0.4375,0.5,,0.4667,0.4577,0.9803,7,790,7,9
0_5,0.8363,0.2824,0.7075,0.4375,0.28,,0.3415,0.3338,0.9668,7,779,18,9
0_6,0.7569,0.1948,0.6689,0.3529,0.3333,,0.3429,0.3286,0.9717,6,784,12,11
0_7,0.7449,0.2144,0.7578,0.5294,0.45,,0.4865,0.4763,0.9766,9,785,11,8
0_8,0.7696,0.3115,0.6689,0.3529,0.3333,,0.3429,0.3286,0.9717,6,784,12,11
0_9,0.7624,0.1978,0.6395,0.2941,0.2941,,0.2941,0.279,0.9705,5,784,12,12
0_Mean,0.7675,0.2175,0.6764,0.368,0.335,,0.3488,0.3362,0.9723,6.1,784.5,12.1,10.4
0_SD,0.0618,0.0911,0.0718,0.1421,0.1294,,0.132,0.1348,0.0054,2.4244128727957577,2.9907264074877267,2.998147576235848,2.2211108331943574
Mean,0.7675,0.2175,0.6764,0.368,0.335,,0.3489,0.3362,0.9723,6.1,784.5,12.1,10.4
SD,0.0619,0.0911,0.0719,0.1421,0.1294,,0.132,0.1348,0.0053,2.4244,2.9907,2.9981,2.2211
