,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7397,0.0219,0.4981,0.0,0.0,,,-0.0048,0.9902,0,806,3,5
0_1,0.9241,0.2896,0.5994,0.2,0.5,,0.2857,0.3137,0.9939,1,808,1,4
0_2,0.5661,0.0053,0.4981,0.0,0.0,,,-0.0043,0.9914,0,806,3,4
0_3,0.6931,0.4058,0.6975,0.4,0.3333,,0.3636,0.3609,0.9914,2,804,4,3
0_4,0.7,0.2126,0.6988,0.4,0.5,,0.4444,0.4442,0.9938,2,806,2,3
0_5,0.6928,0.0777,0.5963,0.2,0.1429,,0.1667,0.163,0.9877,1,802,6,4
0_6,0.9854,0.457,0.6994,0.4,0.6667,,0.5,0.5142,0.9951,2,807,1,3
0_7,0.8879,0.517,0.7981,0.6,0.5,,0.5455,0.5447,0.9938,3,805,3,2
0_8,0.9136,0.1567,0.6957,0.4,0.2222,,0.2857,0.2924,0.9877,2,801,7,3
0_9,0.755,0.0166,0.4963,0.0,0.0,,,-0.0068,0.9865,0,802,6,5
0_Mean,0.7858,0.216,0.6278,0.26,0.2865,,0.3702,0.2617,0.9911,1.3,804.7,3.6,3.6
0_SD,0.134,0.1928,0.1061,0.2119,0.2482,,0.1347,0.2145,0.0031,1.0593499054713802,2.359378449224852,2.1186998109427604,0.9660917830792959
Mean,0.7858,0.216,0.6278,0.26,0.2865,,0.3702,0.2617,0.9912,1.3,804.7,3.6,3.6
SD,0.134,0.1928,0.1061,0.2119,0.2482,,0.1347,0.2145,0.003,1.0593,2.3594,2.1187,0.9661
