,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8125,0.8502,0.6875,0.875,0.7,,0.7778,0.4108,0.7143,7,3,3,1
0_1,0.9375,0.9642,0.8125,0.625,1.0,,0.7692,0.6455,0.7857,5,6,0,3
0_2,0.9375,0.9489,0.9167,1.0,0.8889,,0.9412,0.8607,0.9286,8,5,1,0
0_3,0.7292,0.8258,0.6458,0.625,0.7143,,0.6667,0.2887,0.6429,5,4,2,3
0_4,0.7708,0.8599,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_5,0.6875,0.7578,0.5833,0.5,0.6667,,0.5714,0.1667,0.5714,4,4,2,4
0_6,0.4583,0.6101,0.3958,0.625,0.5,,0.5556,-0.2282,0.4286,5,1,5,3
0_7,0.6875,0.726,0.6875,0.875,0.7,,0.7778,0.4108,0.7143,7,3,3,1
0_8,0.4444,0.5733,0.5333,0.6667,0.6667,,0.6667,0.0667,0.5714,6,2,3,3
0_9,0.775,0.8278,0.7375,0.875,0.7778,,0.8235,0.5007,0.7692,7,3,2,1
0_Mean,0.724,0.7944,0.6625,0.7417,0.7281,,0.7256,0.338,0.6769,6.0,3.4,2.4,2.1
0_SD,0.1684,0.1296,0.1452,0.1581,0.1364,,0.1171,0.305,0.1385,1.247219128924647,1.4298407059684812,1.349897115421106,1.286683937707919
Mean,0.724,0.7944,0.6625,0.7417,0.7281,,0.7256,0.3381,0.6769,6.0,3.4,2.4,2.1
SD,0.1684,0.1296,0.1452,0.1581,0.1364,,0.1171,0.305,0.1385,1.2472,1.4298,1.3499,1.2867
