,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9755,0.0594,0.4993,0.0,0.0,,,-0.0019,0.9959,0,733,1,2
0_1,0.5198,0.0107,0.4993,0.0,0.0,,,-0.0019,0.9959,0,733,1,2
0_2,0.4762,0.0073,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_3,0.2738,0.0009,0.4993,0.0,0.0,,,-0.0014,0.9973,0,733,1,1
0_4,1.0,1.0,0.9986,1.0,0.3333,,0.5,0.5766,0.9973,1,732,2,0
0_5,0.3188,0.001,0.498,0.0,0.0,,,-0.0024,0.9946,0,731,3,1
0_6,0.4052,0.0027,0.4986,0.0,0.0,,,-0.0027,0.9946,0,731,2,2
0_7,0.8568,0.0136,0.4986,0.0,0.0,,,-0.0027,0.9946,0,731,2,2
0_8,0.9236,0.5066,0.7493,0.5,0.5,,0.5,0.4986,0.9973,1,732,1,1
0_9,0.7524,0.0096,0.498,0.0,0.0,,,-0.0033,0.9932,0,730,3,2
0_Mean,0.6502,0.1612,0.5737,0.15,0.0833,,0.5,0.1055,0.9954,0.2,731.7,1.9,1.5
0_SD,0.2818,0.3335,0.1688,0.3375,0.18,,0.0,0.2285,0.0016,0.42163702135578396,1.0593499054713802,0.8755950357709131,0.7071067811865476
Mean,0.6502,0.1612,0.5737,0.15,0.0833,,0.5,0.1056,0.9954,0.2,731.7,1.9,1.5
SD,0.2818,0.3335,0.1688,0.3375,0.18,,0.0,0.2284,0.0016,0.4216,1.0593,0.8756,0.7071
