,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7976,0.1864,0.6834,0.375,0.3333,,0.3529,0.346,0.9851,3,722,6,5
0_1,0.8704,0.0705,0.557,0.125,0.1111,,0.1176,0.1076,0.9796,1,720,8,7
0_2,0.808,0.1794,0.6834,0.375,0.3333,,0.3529,0.346,0.9851,3,722,6,5
0_3,0.6569,0.1623,0.5584,0.125,0.1429,,0.1333,0.1247,0.9823,1,722,6,7
0_4,0.836,0.2825,0.6834,0.375,0.3333,,0.3529,0.346,0.9851,3,722,6,5
0_5,0.6932,0.0892,0.6195,0.25,0.2,,0.2222,0.2141,0.981,2,720,8,6
0_6,0.8085,0.1554,0.7174,0.4444,0.3636,,0.4,0.3938,0.9837,4,720,7,5
0_7,0.5767,0.0212,0.4959,0.0,0.0,,,-0.0095,0.981,0,721,6,8
0_8,0.5751,0.0202,0.557,0.125,0.1111,,0.1176,0.1076,0.9796,1,719,8,7
0_9,0.7878,0.2673,0.6806,0.375,0.2308,,0.2857,0.2844,0.9796,3,717,10,5
0_Mean,0.741,0.1434,0.6236,0.2569,0.2159,,0.2595,0.2261,0.9822,2.1,720.5,7.1,6.0
0_SD,0.1075,0.0923,0.0762,0.1525,0.1236,,0.1141,0.1369,0.0024,1.286683937707919,1.6499158227686108,1.3703203194062976,1.1547005383792515
Mean,0.741,0.1434,0.6236,0.2569,0.2159,,0.2595,0.2261,0.9822,2.1,720.5,7.1,6.0
SD,0.1075,0.0923,0.0762,0.1525,0.1236,,0.1141,0.1369,0.0024,1.2867,1.6499,1.3703,1.1547
