,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8548,0.2219,0.7122,0.5,0.2133,,0.2991,0.2852,0.9077,16,722,59,16
0_1,0.8739,0.3066,0.7336,0.5312,0.2537,,0.3434,0.3304,0.92,17,731,50,15
0_2,0.7958,0.156,0.6553,0.3939,0.1667,,0.2342,0.2081,0.8954,13,715,65,20
0_3,0.8709,0.2755,0.7552,0.5758,0.2714,,0.3689,0.359,0.92,19,729,51,14
0_4,0.8728,0.2188,0.7923,0.6667,0.2558,,0.3697,0.3751,0.9077,22,716,64,11
0_5,0.7934,0.1556,0.6472,0.3636,0.1818,,0.2424,0.2127,0.9077,12,726,54,21
0_6,0.7849,0.1743,0.6328,0.3438,0.1528,,0.2115,0.1818,0.899,11,719,61,21
0_7,0.8092,0.1663,0.6522,0.375,0.1791,,0.2424,0.2153,0.9076,12,725,55,20
0_8,0.8343,0.3343,0.6946,0.4688,0.1948,,0.2752,0.2585,0.9027,15,718,62,17
0_9,0.8557,0.2672,0.7558,0.5938,0.2289,,0.3304,0.3287,0.9052,19,716,64,13
0_Mean,0.8346,0.2277,0.7031,0.4812,0.2098,,0.2917,0.2755,0.9073,15.6,721.7,58.5,16.8
0_SD,0.0357,0.0654,0.0553,0.1109,0.0412,,0.0588,0.0699,0.0079,3.6575644598253874,5.774464862170732,5.602578771323871,3.5839146815241634
Mean,0.8346,0.2276,0.7031,0.4813,0.2098,,0.2917,0.2755,0.9073,15.6,721.7,58.5,16.8
SD,0.0357,0.0654,0.0553,0.1109,0.0412,,0.0588,0.0699,0.0079,3.6576,5.7745,5.6026,3.5839
