,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8363,0.0241,0.4959,0.0,0.0,,,-0.0058,0.9878,0,727,6,3
0_1,0.704,0.02,0.4993,0.0,0.0,,,-0.0024,0.9946,0,732,1,3
0_2,0.8026,0.0307,0.498,0.0,0.0,,,-0.0041,0.9918,0,730,3,3
0_3,0.7115,0.0247,0.4959,0.0,0.0,,,-0.0058,0.9878,0,727,6,3
0_4,0.8749,0.046,0.4986,0.0,0.0,,,-0.0033,0.9932,0,731,2,3
0_5,0.7613,0.2721,0.6236,0.25,0.3333,,0.2857,0.2853,0.9932,1,730,2,3
0_6,0.9635,0.1728,0.8709,0.75,0.3333,,0.4615,0.4962,0.9905,3,726,6,1
0_7,0.9221,0.1994,0.4986,0.0,0.0,,,-0.0033,0.9932,0,730,2,3
0_8,0.8711,0.3425,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,731,1,2
0_9,0.9381,0.1139,0.6653,0.3333,0.3333,,0.3333,0.3306,0.9946,1,730,2,2
0_Mean,0.8385,0.1246,0.5812,0.1667,0.15,,0.3701,0.1494,0.9923,0.6,729.4,3.1,2.6
0_SD,0.0921,0.117,0.1255,0.2515,0.1995,,0.0769,0.2052,0.0028,0.9660917830792959,2.011080417199781,2.0789954839350235,0.6992058987801011
Mean,0.8385,0.1246,0.5812,0.1667,0.15,,0.3701,0.1494,0.9923,0.6,729.4,3.1,2.6
SD,0.0921,0.117,0.1255,0.2515,0.1995,,0.0769,0.2052,0.0028,0.9661,2.0111,2.079,0.6992
