,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5532,0.1941,0.5532,0.3333,0.0376,,0.0676,0.0402,0.7617,7,610,179,14
0_1,0.4995,0.1186,0.4995,0.1905,0.0258,,0.0455,-0.0004,0.7926,4,638,151,17
0_2,0.528,0.142,0.528,0.2273,0.0357,,0.0617,0.0241,0.8123,5,653,135,17
0_3,0.5163,0.1439,0.5163,0.2381,0.0299,,0.0532,0.0128,0.78,5,626,162,16
0_4,0.5991,0.2248,0.5991,0.381,0.0526,,0.0925,0.0807,0.8059,8,644,144,13
0_5,0.522,0.1448,0.522,0.2381,0.0316,,0.0559,0.0176,0.7911,5,635,153,16
0_6,0.5645,0.1962,0.5645,0.3333,0.0417,,0.0741,0.0506,0.7837,7,627,161,14
0_7,0.6175,0.2699,0.6175,0.4762,0.05,,0.0905,0.0866,0.7515,10,598,190,11
0_8,0.4807,0.0928,0.4807,0.1429,0.0205,,0.0359,-0.016,0.801,3,645,143,18
0_9,0.5559,0.1731,0.5559,0.2857,0.042,,0.0732,0.0466,0.8121,6,651,137,15
0_Mean,0.5437,0.17,0.5437,0.2846,0.0368,,0.065,0.0343,0.7892,6.0,632.7,155.5,15.1
0_SD,0.0429,0.0527,0.0429,0.0985,0.0102,,0.0183,0.0332,0.0205,2.0548046676563256,17.81416415228187,17.92732241269981,2.1317702607092643
Mean,0.5437,0.17,0.5437,0.2846,0.0367,,0.065,0.0343,0.7892,6.0,632.7,155.5,15.1
SD,0.0429,0.0527,0.0429,0.0985,0.0102,,0.0183,0.0332,0.0205,2.0548,17.8142,17.9273,2.1318
