,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6667,0.8333,0.6667,1.0,0.6667,,0.8,0.4714,0.7143,8,2,4,0
0_1,0.7708,0.8621,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_2,0.5625,0.7321,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_3,0.9271,0.9654,0.8125,0.625,1.0,,0.7692,0.6455,0.7857,5,6,0,3
0_4,0.5625,0.7321,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_5,0.625,0.7798,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_6,0.4062,0.6737,0.3958,0.625,0.5,,0.5556,-0.2282,0.4286,5,1,5,3
0_7,0.4479,0.687,0.4792,0.625,0.5556,,0.5882,-0.043,0.5,5,2,4,3
0_8,0.2778,0.616,0.3667,0.3333,0.5,,0.4,-0.2582,0.3571,3,2,3,6
0_9,0.45,0.6918,0.45,0.5,0.5714,,0.5333,-0.0976,0.4615,4,2,3,4
0_Mean,0.5697,0.7573,0.5692,0.6583,0.6488,,0.6426,0.1557,0.5819,5.3,2.8,3.0,2.8
0_SD,0.1891,0.1044,0.1513,0.1851,0.1493,,0.1331,0.3227,0.149,1.4181364924121764,1.3984117975602022,1.3333333333333333,1.6193277068654826
Mean,0.5696,0.7573,0.5692,0.6583,0.6488,,0.6426,0.1558,0.5819,5.3,2.8,3.0,2.8
SD,0.1891,0.1044,0.1513,0.1851,0.1493,,0.1331,0.3227,0.149,1.4181,1.3984,1.3333,1.6193
