,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5875,0.7632,0.5875,0.8,0.6154,,0.6957,0.1941,0.6111,8,3,5,2
0_1,0.425,0.6611,0.425,0.6,0.5,,0.5455,-0.1581,0.4444,6,2,6,4
0_2,0.4125,0.6833,0.4125,0.7,0.5,,0.5833,-0.2092,0.4444,7,1,7,3
0_3,0.7662,0.8737,0.7662,0.8182,0.8182,,0.8182,0.5325,0.7778,9,5,2,2
0_4,0.6753,0.8182,0.6753,0.6364,0.7778,,0.7,0.3419,0.6667,7,5,2,4
0_5,0.5143,0.7176,0.5143,0.6,0.6,,0.6,0.0286,0.5294,6,3,4,4
0_6,0.3214,0.6243,0.3214,0.5,0.4545,,0.4762,-0.3678,0.3529,5,1,6,5
0_7,0.6571,0.7926,0.6571,0.6,0.75,,0.6667,0.3099,0.6471,6,5,2,4
0_8,0.6071,0.7542,0.6071,0.5,0.7143,,0.5882,0.2143,0.5882,5,5,2,5
0_9,0.5214,0.7794,0.5214,0.9,0.6,,0.72,0.0655,0.5882,9,1,6,1
0_Mean,0.5488,0.7468,0.5488,0.6655,0.633,,0.6394,0.0952,0.565,6.8,3.1,4.2,3.4
0_SD,0.1364,0.076,0.1364,0.1358,0.127,,0.0993,0.2786,0.1251,1.4757295747452437,1.7919573407620817,2.043961295567452,1.3498971154211057
Mean,0.5488,0.7468,0.5488,0.6655,0.633,,0.6394,0.0952,0.565,6.8,3.1,4.2,3.4
SD,0.1364,0.076,0.1364,0.1358,0.1271,,0.0993,0.2786,0.1251,1.4757,1.792,2.044,1.3499
