,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5487,0.1064,0.5487,0.1111,0.0909,,0.1,0.0882,0.9755,1,717,10,8
0_1,0.5439,0.0851,0.5439,0.125,0.0357,,0.0556,0.0476,0.9537,1,700,27,7
0_2,0.5439,0.0851,0.5439,0.125,0.0357,,0.0556,0.0476,0.9537,1,700,27,7
0_3,0.5536,0.103,0.5536,0.125,0.0714,,0.0909,0.0813,0.9728,1,714,13,7
0_4,0.6099,0.1707,0.6099,0.25,0.0833,,0.125,0.1283,0.9619,2,705,22,6
0_5,0.6758,0.2659,0.6758,0.375,0.15,,0.2143,0.2242,0.9701,3,710,17,5
0_6,0.6112,0.1745,0.6112,0.25,0.0909,,0.1333,0.1355,0.9646,2,707,20,6
0_7,0.4828,0.0054,0.4828,0.0,0.0,,,-0.0197,0.9551,0,702,25,8
0_8,0.5487,0.0911,0.5487,0.125,0.0476,,0.069,0.0607,0.9633,1,707,20,7
0_9,0.4883,0.0054,0.4883,0.0,0.0,,,-0.0161,0.966,0,710,17,8
0_Mean,0.5607,0.1093,0.5607,0.1486,0.0606,,0.1055,0.0778,0.9637,1.2,707.2,19.8,6.9
0_SD,0.0581,0.0787,0.0581,0.1153,0.0462,,0.0529,0.0729,0.0078,0.9189365834726815,5.7115866641610396,5.7115866641610396,0.9944289260117533
Mean,0.5607,0.1093,0.5607,0.1486,0.0605,,0.1055,0.0778,0.9637,1.2,707.2,19.8,6.9
SD,0.0581,0.0787,0.0581,0.1153,0.0462,,0.0528,0.0729,0.0078,0.9189,5.7116,5.7116,0.9944
