,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.612,0.2862,0.612,0.4839,0.0688,,0.1205,0.0968,0.7303,15,578,203,16
0_1,0.5973,0.2552,0.5976,0.4194,0.0691,,0.1187,0.0887,0.7623,13,606,175,18
0_2,0.5635,0.2188,0.5635,0.3548,0.0582,,0.1,0.0576,0.7562,11,603,178,20
0_3,0.6661,0.3408,0.6661,0.5806,0.0849,,0.1481,0.145,0.7451,18,587,194,13
0_4,0.5925,0.2539,0.5925,0.4194,0.0663,,0.1145,0.0829,0.7525,13,598,183,18
0_5,0.5919,0.2538,0.5919,0.4194,0.066,,0.114,0.0821,0.7512,13,597,184,18
0_6,0.5505,0.2015,0.5505,0.3226,0.0546,,0.0935,0.0464,0.7611,10,608,173,21
0_7,0.6022,0.2701,0.6022,0.4516,0.0676,,0.1176,0.0899,0.7414,14,588,193,17
0_8,0.6022,0.2701,0.6022,0.4516,0.0676,,0.1176,0.0899,0.7414,14,588,193,17
0_9,0.5662,0.2234,0.5662,0.3667,0.0567,,0.0982,0.0586,0.7509,11,598,183,19
0_Mean,0.5944,0.2574,0.5945,0.427,0.066,,0.1143,0.0838,0.7492,13.2,595.1,185.9,17.7
0_SD,0.0321,0.0393,0.0321,0.073,0.0085,,0.0154,0.0274,0.0099,2.2997584414213783,9.585289655392671,9.585289655392673,2.2135943621178655
Mean,0.5944,0.2574,0.5945,0.427,0.066,,0.1143,0.0838,0.7492,13.2,595.1,185.9,17.7
SD,0.0321,0.0393,0.0321,0.073,0.0085,,0.0153,0.0274,0.0099,2.2998,9.5853,9.5853,2.2136
