,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7505,0.3675,0.7505,0.5385,0.1892,,0.28,0.3015,0.9558,7,771,30,6
0_1,0.694,0.3019,0.694,0.4167,0.1786,,0.25,0.2565,0.9631,5,778,23,7
0_2,0.6461,0.2256,0.6461,0.3333,0.1081,,0.1633,0.169,0.9496,4,768,33,8
0_3,0.7908,0.4251,0.7908,0.6154,0.2286,,0.3333,0.3595,0.9606,8,773,27,5
0_4,0.6351,0.2182,0.6351,0.3077,0.1176,,0.1702,0.1693,0.952,4,770,30,9
0_5,0.7101,0.312,0.7101,0.4615,0.1538,,0.2308,0.2467,0.9508,6,767,33,7
0_6,0.7567,0.4026,0.7567,0.5385,0.2593,,0.35,0.3594,0.968,7,780,20,6
0_7,0.6767,0.2806,0.6767,0.3846,0.1667,,0.2326,0.2351,0.9594,5,775,25,8
0_8,0.7517,0.3729,0.7517,0.5385,0.2,,0.2917,0.3111,0.9582,7,772,28,6
0_9,0.6382,0.2283,0.6382,0.3077,0.1379,,0.1905,0.187,0.9582,4,775,25,9
0_Mean,0.705,0.3135,0.705,0.4442,0.174,,0.2492,0.2595,0.9576,5.7,772.9,27.4,7.1
0_SD,0.0558,0.0761,0.0558,0.1106,0.0477,,0.0647,0.0721,0.0057,1.4944341180973264,4.17532433869913,4.247875285886398,1.3703203194062976
Mean,0.705,0.3135,0.705,0.4442,0.174,,0.2492,0.2595,0.9576,5.7,772.9,27.4,7.1
SD,0.0558,0.0761,0.0558,0.1106,0.0477,,0.0647,0.0721,0.0057,1.4944,4.1753,4.2479,1.3703
