,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5628,0.1186,0.5888,0.2,0.0526,,0.0833,0.0919,0.9729,1,788,18,4
0_1,0.7524,0.2193,0.615,0.4,0.0144,,0.0278,0.0478,0.8274,2,669,137,3
0_2,0.6734,0.2382,0.6733,0.4,0.0444,,0.08,0.1185,0.9433,2,763,43,3
0_3,0.4339,0.1208,0.5888,0.2,0.0526,,0.0833,0.0919,0.9729,1,788,18,4
0_4,0.4707,0.1097,0.5498,0.2,0.0122,,0.023,0.0258,0.8952,1,725,81,4
0_5,0.5413,0.1074,0.538,0.2,0.0099,,0.0189,0.018,0.8718,1,706,100,4
0_6,0.51,0.113,0.5783,0.2,0.0278,,0.0488,0.0595,0.9519,1,771,35,4
0_7,0.743,0.1432,0.6064,0.25,0.0323,,0.0571,0.0777,0.9593,1,776,30,3
0_8,0.4476,0.1102,0.5634,0.2,0.0167,,0.0308,0.0379,0.9222,1,746,59,4
0_9,0.4938,0.113,0.5894,0.2,0.0556,,0.087,0.095,0.9741,1,788,17,4
0_Mean,0.5629,0.1393,0.5891,0.245,0.0318,,0.054,0.0664,0.9291,1.2,752.0,53.8,3.7
0_SD,0.1188,0.0484,0.038,0.0832,0.0183,,0.0278,0.0336,0.0498,0.42163702135578396,40.436507157655335,40.52105077062483,0.48304589153964794
Mean,0.5629,0.1393,0.5891,0.245,0.0319,,0.054,0.0664,0.9291,1.2,752.0,53.8,3.7
SD,0.1188,0.0484,0.038,0.0832,0.0183,,0.0278,0.0336,0.0498,0.4216,40.4365,40.5211,0.483
