,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5462,0.2374,0.5539,0.4762,0.0333,,0.0623,0.0355,0.6275,10,497,290,11
0_1,0.6533,0.3617,0.6542,0.6667,0.0473,,0.0883,0.1018,0.6423,14,505,282,7
0_2,0.7017,0.4111,0.705,0.7619,0.0546,,0.1019,0.1357,0.651,16,510,277,5
0_3,0.6338,0.2424,0.5904,0.5238,0.0391,,0.0728,0.0604,0.6535,11,517,270,10
0_4,0.6456,0.3128,0.6046,0.5714,0.0404,,0.0755,0.0691,0.6361,12,502,285,9
0_5,0.6279,0.3135,0.6326,0.5714,0.0474,,0.0876,0.091,0.6906,12,546,241,9
0_6,0.5653,0.2382,0.5294,0.4286,0.03,,0.0561,0.0194,0.625,9,496,291,12
0_7,0.6134,0.2643,0.5475,0.4762,0.0323,,0.0604,0.0311,0.6151,10,487,300,11
0_8,0.6977,0.3276,0.6502,0.6364,0.0504,,0.0933,0.1029,0.6634,14,522,264,8
0_9,0.5968,0.2163,0.5343,0.4286,0.0308,,0.0575,0.0227,0.6344,9,503,283,12
0_Mean,0.6282,0.2925,0.6002,0.5541,0.0406,,0.0756,0.0669,0.6439,11.7,508.5,278.3,9.4
0_SD,0.0506,0.0633,0.0595,0.1094,0.0089,,0.0165,0.0399,0.0219,2.359378449224852,16.66166591644158,16.720247207103927,2.2705848487901865
Mean,0.6282,0.2925,0.6002,0.5541,0.0406,,0.0756,0.067,0.6439,11.7,508.5,278.3,9.4
SD,0.0506,0.0633,0.0595,0.1094,0.0089,,0.0164,0.0399,0.0219,2.3594,16.6617,16.7202,2.2706
