,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5406,0.2902,0.5176,0.5455,0.0433,,0.0802,0.0139,0.492,18,382,398,15
0_1,0.5734,0.3371,0.5639,0.6061,0.0509,,0.0939,0.0505,0.5252,20,407,373,13
0_2,0.5423,0.2978,0.5428,0.5625,0.0462,,0.0853,0.0333,0.5246,18,408,372,14
0_3,0.5901,0.3158,0.5631,0.625,0.0489,,0.0907,0.0491,0.5062,20,391,389,12
0_4,0.4773,0.2329,0.4799,0.4688,0.0364,,0.0676,-0.0157,0.4901,15,383,397,17
0_5,0.4881,0.264,0.4882,0.4688,0.0376,,0.0696,-0.0092,0.5062,15,396,384,17
0_6,0.6218,0.3343,0.6076,0.6562,0.0575,,0.1058,0.0842,0.5628,21,436,344,11
0_7,0.5476,0.2673,0.5227,0.5312,0.0429,,0.0794,0.0177,0.5148,17,401,379,15
0_8,0.6122,0.3405,0.5923,0.6364,0.0563,,0.1034,0.0731,0.5517,21,427,352,12
0_9,0.5808,0.3382,0.5852,0.6364,0.0547,,0.1007,0.0674,0.5382,21,416,363,12
0_Mean,0.5574,0.3018,0.5463,0.5737,0.0475,,0.0877,0.0364,0.5212,18.6,404.7,375.1,13.8
0_SD,0.0481,0.0378,0.0437,0.0692,0.0075,,0.0136,0.0343,0.0242,2.3664319132398464,17.901272456324314,18.11353085403285,2.1499353995462798
Mean,0.5574,0.3018,0.5463,0.5737,0.0475,,0.0877,0.0364,0.5212,18.6,404.7,375.1,13.8
SD,0.0481,0.0378,0.0437,0.0692,0.0075,,0.0136,0.0343,0.0242,2.3664,17.9013,18.1135,2.1499
