,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6952,0.2538,0.6081,0.5385,0.0293,,0.0556,0.0609,0.6753,7,488,232,6
0_1,0.5714,0.2474,0.5724,0.4615,0.0256,,0.0486,0.041,0.6794,6,492,228,7
0_2,0.5939,0.173,0.587,0.4615,0.0282,,0.0531,0.0506,0.708,6,513,207,7
0_3,0.7432,0.373,0.736,0.7692,0.0446,,0.0844,0.1352,0.704,10,506,214,3
0_4,0.6057,0.1359,0.5344,0.3077,0.0227,,0.0423,0.0213,0.7531,4,548,172,9
0_5,0.7407,0.2574,0.6037,0.4615,0.0317,,0.0594,0.0626,0.7408,6,537,183,7
0_6,0.6574,0.2133,0.5284,0.3846,0.0207,,0.0394,0.016,0.6671,5,484,236,8
0_7,0.5871,0.1341,0.5305,0.3846,0.021,,0.0398,0.0172,0.6712,5,487,233,8
0_8,0.5988,0.2252,0.5597,0.4167,0.0228,,0.0433,0.0331,0.6981,5,506,214,7
0_9,0.7251,0.2731,0.6556,0.5833,0.0345,,0.0651,0.0882,0.7254,7,524,196,5
0_Mean,0.6518,0.2286,0.5916,0.4769,0.0281,,0.0531,0.0526,0.7022,6.1,508.5,211.5,6.7
0_SD,0.0687,0.0711,0.0648,0.1293,0.0074,,0.014,0.0371,0.03,1.66332999331662,22.112088197283505,22.112088197283505,1.70293863659264
Mean,0.6518,0.2286,0.5916,0.4769,0.0281,,0.0531,0.0526,0.7022,6.1,508.5,211.5,6.7
SD,0.0687,0.0711,0.0648,0.1293,0.0074,,0.014,0.037,0.03,1.6633,22.1121,22.1121,1.7029
