,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6457,0.5684,0.4706,0.0293,0.0552,0.0415,0.6621
0_1,0.6471,0.6497,0.6471,0.0383,0.0724,0.0897,0.6523
0_2,0.5983,0.5884,0.5294,0.0311,0.0588,0.0529,0.6449
0_3,0.5779,0.5653,0.4706,0.0288,0.0542,0.0394,0.656
0_4,0.7171,0.7041,0.7647,0.0439,0.0831,0.1215,0.6461
0_5,0.5471,0.4676,0.2941,0.0172,0.0326,-0.0194,0.6338
0_6,0.5438,0.522,0.4118,0.0234,0.0443,0.0131,0.6276
0_7,0.4513,0.4157,0.1765,0.0108,0.0204,-0.0509,0.6449
0_8,0.643,0.6304,0.5882,0.037,0.0697,0.0793,0.6708
0_9,0.5673,0.5646,0.4706,0.0287,0.0541,0.039,0.6547
0_Mean,0.5939,0.5676,0.4824,0.0289,0.0545,0.0406,0.6493
0_SD,0.0739,0.0849,0.1682,0.0099,0.0187,0.0509,0.0128
Mean,0.5939,0.5676,0.4824,0.0288,0.0545,0.0406,0.6493
SD,0.0739,0.0849,0.1682,0.0099,0.0187,0.0509,0.0128
