,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.4442,0.511,0.3889,0.0235,0.0443,0.0067,0.6276
0_1,0.6489,0.6169,0.4444,0.0457,0.0829,0.0837,0.7818
0_2,0.67,0.5891,0.2778,0.0595,0.098,0.0861,0.8866
0_3,0.6203,0.6257,0.4737,0.0486,0.0882,0.0906,0.7707
0_4,0.8363,0.7977,0.7368,0.1111,0.1931,0.2486,0.8557
0_5,0.6187,0.6219,0.4737,0.0471,0.0857,0.0869,0.7633
0_6,0.6953,0.6826,0.6316,0.0538,0.0992,0.1237,0.7312
0_7,0.573,0.5928,0.5,0.0349,0.0652,0.0587,0.6815
0_8,0.4945,0.5442,0.3333,0.03,0.055,0.0302,0.7457
0_9,0.7219,0.6692,0.5,0.0657,0.1161,0.1331,0.8309
0_Mean,0.6323,0.6251,0.476,0.052,0.0928,0.0948,0.7675
0_SD,0.1123,0.0796,0.134,0.0245,0.0413,0.0662,0.0781
Mean,0.6323,0.6251,0.476,0.052,0.0928,0.0948,0.7675
SD,0.1123,0.0796,0.134,0.0245,0.0413,0.0662,0.0782
