,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7235,0.5938,0.2353,0.0952,0.1356,0.1212,0.9373
0_1,0.6865,0.5888,0.2353,0.08,0.1194,0.1057,0.9274
0_2,0.4849,0.5043,0.0588,0.0244,0.0345,0.0056,0.9311
0_3,0.6152,0.5463,0.1176,0.0909,0.1026,0.0816,0.9569
0_4,0.5937,0.5724,0.1875,0.0811,0.1132,0.0965,0.9421
0_5,0.6638,0.6993,0.4375,0.1842,0.2593,0.2623,0.9507
0_6,0.6285,0.5493,0.125,0.087,0.1026,0.0826,0.9569
0_7,0.6967,0.5736,0.1875,0.0857,0.1176,0.1008,0.9446
0_8,0.5974,0.5711,0.1875,0.0769,0.1091,0.0925,0.9397
0_9,0.6019,0.5982,0.2353,0.1143,0.1538,0.1384,0.9458
0_Mean,0.6292,0.5797,0.2007,0.092,0.1248,0.1087,0.9433
0_SD,0.0683,0.0503,0.1016,0.0396,0.0564,0.0642,0.0099
Mean,0.6292,0.5797,0.2007,0.092,0.1248,0.1087,0.9432
SD,0.0683,0.0504,0.1016,0.0396,0.0564,0.0643,0.0099
