,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.55,0.7131,0.4875,0.6,0.5455,,0.5714,-0.0255,0.5,6,3,5,4
0_1,0.3375,0.4498,0.3625,0.6,0.4615,,0.5217,-0.3051,0.3889,6,1,7,4
0_2,0.7375,0.8319,0.5875,0.8,0.6154,,0.6957,0.1941,0.6111,8,3,5,2
0_3,0.7662,0.8383,0.6948,0.8182,0.75,,0.7826,0.4029,0.7222,9,4,3,2
0_4,0.8182,0.8601,0.7857,1.0,0.7857,,0.88,0.6701,0.8333,11,4,3,0
0_5,0.7,0.7637,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_6,0.3857,0.5833,0.4214,0.7,0.5385,,0.6087,-0.1823,0.4706,7,1,6,3
0_7,0.5714,0.7805,0.4429,0.6,0.5455,,0.5714,-0.1177,0.4706,6,2,5,4
0_8,0.6857,0.6583,0.6357,0.7,0.7,,0.7,0.2714,0.6471,7,4,3,3
0_9,0.6,0.7281,0.4929,0.7,0.5833,,0.6364,-0.0154,0.5294,7,2,5,3
0_Mean,0.6152,0.7207,0.5597,0.7318,0.6253,,0.673,0.1275,0.5879,7.5,2.8,4.5,2.7
0_SD,0.1589,0.1279,0.1387,0.1264,0.1086,,0.1121,0.3069,0.1393,1.5811388300841898,1.2292725943057183,1.4337208778404378,1.2516655570345725
Mean,0.6152,0.7207,0.5597,0.7318,0.6253,,0.673,0.1275,0.5879,7.5,2.8,4.5,2.7
SD,0.1589,0.1279,0.1387,0.1264,0.1086,,0.1121,0.3069,0.1392,1.5811,1.2293,1.4337,1.2517
