,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6899,0.0515,0.6633,0.3333,0.1667,,0.2222,0.2314,0.9905,1,728,5,2
0_1,0.94,0.1787,0.8299,0.6667,0.2857,,0.4,0.4332,0.9918,2,728,5,1
0_2,0.7094,0.668,0.8299,0.6667,0.2857,,0.4,0.4332,0.9918,2,728,5,1
0_3,0.6035,0.0062,0.4952,0.0,0.0,,,-0.0063,0.9864,0,726,7,3
0_4,0.6335,0.2622,0.625,0.25,1.0,,0.4,0.499,0.9959,1,732,0,3
0_5,0.8975,0.0727,0.4966,0.0,0.0,,,-0.0061,0.9878,0,727,5,4
0_6,0.7671,0.4226,0.7425,0.5,0.1538,,0.2353,0.2707,0.9823,2,721,11,2
0_7,0.6726,0.087,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,729,3,2
0_8,0.8078,0.6686,0.8306,0.6667,0.3333,,0.4444,0.4685,0.9932,2,728,4,1
0_9,0.9941,0.4858,0.9952,1.0,0.3,,0.4615,0.5451,0.9905,3,725,7,0
0_Mean,0.7715,0.2903,0.7173,0.4417,0.2775,,0.3562,0.3154,0.9904,1.4,727.2,5.2,1.9
0_SD,0.1345,0.2541,0.1593,0.3193,0.2805,,0.0942,0.1985,0.0039,0.9660917830792959,2.8596814119369625,2.859681411936962,1.1972189997378648
Mean,0.7715,0.2903,0.7173,0.4417,0.2775,,0.3561,0.3154,0.9903,1.4,727.2,5.2,1.9
SD,0.1345,0.2541,0.1593,0.3193,0.2805,,0.0942,0.1985,0.0039,0.9661,2.8597,2.8597,1.1972
