,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7064,0.071,0.5619,0.1579,0.1,,0.1224,0.0992,0.947,3,765,27,16
0_1,0.718,0.1057,0.5762,0.2105,0.08,,0.1159,0.0959,0.9248,4,746,46,15
0_2,0.6849,0.1786,0.6358,0.3158,0.1463,,0.2,0.1875,0.9408,6,757,35,13
0_3,0.6572,0.167,0.6358,0.3158,0.1463,,0.2,0.1875,0.9408,6,757,35,13
0_4,0.6566,0.053,0.5569,0.1579,0.0789,,0.1053,0.0814,0.9371,3,757,35,16
0_5,0.5266,0.0271,0.5017,0.0526,0.025,,0.0339,0.0024,0.9297,1,753,39,18
0_6,0.6921,0.1919,0.6529,0.35,0.1667,,0.2258,0.214,0.9408,7,756,35,13
0_7,0.676,0.1161,0.6069,0.2632,0.1136,,0.1587,0.1428,0.9346,5,752,39,14
0_8,0.7231,0.1341,0.6678,0.3684,0.2121,,0.2692,0.2569,0.9531,7,765,26,12
0_9,0.6219,0.1164,0.6339,0.3158,0.1364,,0.1905,0.1788,0.937,6,753,38,13
0_Mean,0.6663,0.1161,0.603,0.2508,0.1205,,0.1622,0.1446,0.9386,4.8,756.1,35.5,14.3
0_SD,0.058,0.0544,0.0523,0.1026,0.0528,,0.0688,0.0752,0.0081,1.9888578520235065,5.762908216439952,5.816642788871716,1.8885620632287057
Mean,0.6663,0.1161,0.603,0.2508,0.1205,,0.1622,0.1446,0.9386,4.8,756.1,35.5,14.3
SD,0.058,0.0544,0.0523,0.1026,0.0528,,0.0688,0.0752,0.0081,1.9889,5.7629,5.8166,1.8886
