,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7643,0.5131,0.757,0.5806,0.2571,,0.3564,0.351,0.92,18,729,52,13
0_1,0.615,0.2722,0.6274,0.3226,0.1587,,0.2128,0.1825,0.9089,10,728,53,21
0_2,0.7266,0.4695,0.7305,0.5161,0.2712,,0.3556,0.3404,0.9286,16,738,43,15
0_3,0.8138,0.5734,0.7828,0.6129,0.3393,,0.4368,0.4277,0.9397,19,744,37,12
0_4,0.7326,0.3887,0.7577,0.5806,0.2609,,0.36,0.3541,0.9212,18,730,51,13
0_5,0.7469,0.4139,0.7305,0.5161,0.2712,,0.3556,0.3404,0.9286,16,738,43,15
0_6,0.8027,0.4633,0.757,0.5806,0.2571,,0.3564,0.351,0.92,18,729,52,13
0_7,0.5997,0.2745,0.6667,0.3871,0.2222,,0.2824,0.2564,0.9249,12,739,42,19
0_8,0.725,0.4217,0.6983,0.4516,0.2456,,0.3182,0.2974,0.9261,14,738,43,17
0_9,0.748,0.353,0.6936,0.4333,0.2653,,0.3291,0.3068,0.9346,13,745,36,17
0_Mean,0.7275,0.4143,0.7201,0.4982,0.2549,,0.3363,0.3207,0.9252,15.4,735.8,45.2,15.5
0_SD,0.0701,0.0971,0.0482,0.0965,0.045,,0.0585,0.066,0.0086,3.0258148581093915,6.356099432828282,6.356099432828281,2.9533408577782247
Mean,0.7275,0.4143,0.7202,0.4982,0.2549,,0.3363,0.3208,0.9253,15.4,735.8,45.2,15.5
SD,0.0701,0.097,0.0482,0.0965,0.045,,0.0585,0.066,0.0086,3.0258,6.3561,6.3561,2.9533
