,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4981,0.0219,0.5184,0.0769,0.0333,,0.0465,0.0245,0.9443,1,694,29,12
0_1,0.6801,0.103,0.5624,0.1538,0.087,,0.1111,0.0945,0.9565,2,702,21,11
0_2,0.6801,0.1125,0.5652,0.1538,0.1053,,0.125,0.1083,0.962,2,706,17,11
0_3,0.4848,0.2222,0.6016,0.2308,0.1304,,0.1667,0.1538,0.9592,3,703,20,10
0_4,0.6745,0.1665,0.6386,0.3077,0.1538,,0.2051,0.1978,0.9579,4,701,22,9
0_5,0.7985,0.2307,0.6494,0.3333,0.1379,,0.1951,0.1945,0.9551,4,698,25,8
0_6,0.7258,0.0959,0.6904,0.4167,0.1613,,0.2326,0.24,0.9551,5,697,26,7
0_7,0.7537,0.2352,0.7169,0.4615,0.2308,,0.3077,0.3096,0.9633,6,702,20,7
0_8,0.809,0.1421,0.5981,0.2308,0.1071,,0.1463,0.1351,0.9524,3,697,25,10
0_9,0.589,0.076,0.5981,0.2308,0.1071,,0.1463,0.1351,0.9524,3,697,25,10
0_Mean,0.6694,0.1406,0.6139,0.2596,0.1254,,0.1682,0.1593,0.9558,3.3,699.7,23.0,9.5
0_SD,0.1138,0.0722,0.0607,0.1208,0.0521,,0.0719,0.0803,0.0054,1.4944341180973264,3.653004851412662,3.5901098714230026,1.7159383568311668
Mean,0.6694,0.1406,0.6139,0.2596,0.1254,,0.1682,0.1593,0.9558,3.3,699.7,23.0,9.5
SD,0.1138,0.0722,0.0607,0.1209,0.0521,,0.072,0.0803,0.0055,1.4944,3.653,3.5901,1.7159
