,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6356,0.1065,0.6232,0.2857,0.1622,,0.2069,0.1876,0.9432,6,758,31,15
0_1,0.6516,0.1528,0.6213,0.2857,0.15,,0.1967,0.178,0.9395,6,755,34,15
0_2,0.6699,0.2398,0.6394,0.3182,0.1842,,0.2333,0.2144,0.9432,7,757,31,15
0_3,0.5822,0.0563,0.5518,0.1429,0.0882,,0.1091,0.082,0.9394,3,757,31,18
0_4,0.5486,0.0566,0.5492,0.1429,0.0789,,0.1017,0.074,0.9345,3,753,35,18
0_5,0.565,0.0482,0.5711,0.1905,0.0952,,0.127,0.102,0.932,4,750,38,17
0_6,0.7384,0.0994,0.5937,0.2381,0.1111,,0.1515,0.13,0.9308,5,748,40,16
0_7,0.7782,0.1723,0.714,0.4762,0.2083,,0.2899,0.2881,0.9394,10,750,38,11
0_8,0.5822,0.071,0.5981,0.2381,0.1316,,0.1695,0.1475,0.9394,5,755,33,16
0_9,0.5206,0.0755,0.6219,0.2857,0.1538,,0.2,0.181,0.9407,6,755,33,15
0_Mean,0.6272,0.1078,0.6084,0.2604,0.1364,,0.1786,0.1584,0.9382,5.5,753.8,34.4,15.6
0_SD,0.0837,0.0623,0.0484,0.0974,0.0429,,0.0589,0.0656,0.0043,2.068278940998476,3.425395354310701,3.272783388968954,2.0110804171997807
Mean,0.6272,0.1078,0.6084,0.2604,0.1364,,0.1786,0.1585,0.9382,5.5,753.8,34.4,15.6
SD,0.0837,0.0623,0.0484,0.0974,0.0429,,0.0589,0.0656,0.0043,2.0683,3.4254,3.2728,2.0111
