,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6624,0.1855,0.6109,0.4714,0.1667,,0.2463,0.1469,0.7237,33,496,165,37
0_1,0.6603,0.161,0.6007,0.4571,0.1592,,0.2362,0.1328,0.7168,32,492,169,38
0_2,0.7187,0.2312,0.6606,0.5571,0.2,,0.2943,0.2137,0.7442,39,505,156,31
0_3,0.6611,0.162,0.622,0.5072,0.1675,,0.2518,0.1579,0.7151,35,487,174,34
0_4,0.7129,0.272,0.6148,0.4928,0.1635,,0.2455,0.1488,0.7137,34,487,174,35
0_5,0.6132,0.1335,0.56,0.3714,0.1354,,0.1985,0.0802,0.7123,26,494,166,44
0_6,0.6832,0.1622,0.6298,0.5429,0.1689,,0.2576,0.1655,0.7,38,473,187,32
0_7,0.6579,0.1633,0.6314,0.5143,0.1782,,0.2647,0.1729,0.726,36,494,166,34
0_8,0.6869,0.1665,0.6411,0.5429,0.181,,0.2714,0.1836,0.7205,38,488,172,32
0_9,0.6288,0.1508,0.5892,0.4571,0.1481,,0.2238,0.1151,0.6959,32,476,184,38
0_Mean,0.6685,0.1788,0.616,0.4914,0.1668,,0.249,0.1517,0.7168,34.3,489.2,171.3,35.5
0_SD,0.0333,0.0416,0.0283,0.0553,0.0178,,0.0264,0.0371,0.0135,3.8600518131237567,9.413937657655387,9.177871939253311,3.8944404818493075
Mean,0.6685,0.1788,0.616,0.4914,0.1668,,0.249,0.1517,0.7168,34.3,489.2,171.3,35.5
SD,0.0333,0.0416,0.0283,0.0553,0.0178,,0.0264,0.0371,0.0135,3.8601,9.4139,9.1779,3.8944
