,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5579,0.0055,0.4993,0.0,0.0,,,-0.0019,0.9959,0,733,1,2
0_1,0.8508,0.5034,0.75,0.5,1.0,,0.6667,0.7066,0.9986,1,734,0,1
0_2,0.7629,0.1272,0.7493,0.5,0.5,,0.5,0.4986,0.9973,1,733,1,1
0_3,0.5463,0.5011,0.748,0.5,0.25,,0.3333,0.3511,0.9946,1,731,3,1
0_4,0.2786,0.0018,0.4986,0.0,0.0,,,-0.0027,0.9946,0,732,2,2
0_5,0.6594,0.002,0.4986,0.0,0.0,,,-0.0019,0.9959,0,732,2,1
0_6,0.7016,0.0023,0.4993,0.0,0.0,,,-0.0014,0.9973,0,733,1,1
0_7,0.5749,0.0016,0.5,0.0,,,,0.0,0.9986,0,734,0,1
0_8,0.7749,0.5023,0.7486,0.5,0.3333,,0.4,0.4063,0.9959,1,731,2,1
0_9,0.6289,0.0035,0.4986,0.0,0.0,,,-0.0027,0.9946,0,731,2,2
0_Mean,0.6336,0.1651,0.599,0.2,0.2315,,0.475,0.1952,0.9963,0.4,732.4,1.4,1.3
0_SD,0.1606,0.2358,0.129,0.2582,0.343,,0.145,0.2698,0.0016,0.5163977794943223,1.1737877907772674,0.9660917830792958,0.48304589153964794
Mean,0.6336,0.1651,0.599,0.2,0.2315,,0.475,0.1952,0.9963,0.4,732.4,1.4,1.3
SD,0.1606,0.2358,0.1291,0.2582,0.343,,0.145,0.2698,0.0016,0.5164,1.1738,0.9661,0.483
