,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5639,0.0987,0.5241,0.2308,0.0222,,0.0405,0.0164,0.8071,3,591,132,10
0_1,0.5828,0.1781,0.6017,0.3846,0.0368,,0.0671,0.069,0.8111,5,592,131,8
0_2,0.559,0.0597,0.5282,0.2308,0.0233,,0.0423,0.0196,0.8152,3,597,126,10
0_3,0.6474,0.145,0.6416,0.4615,0.0444,,0.0811,0.0964,0.8152,6,594,129,7
0_4,0.6062,0.192,0.6164,0.4167,0.0362,,0.0667,0.0755,0.8095,5,590,133,7
0_5,0.6365,0.1937,0.6115,0.4167,0.0345,,0.0637,0.071,0.8,5,583,140,7
0_6,0.727,0.2298,0.6428,0.4615,0.0451,,0.0822,0.0978,0.8177,6,595,127,7
0_7,0.6606,0.2238,0.6584,0.5385,0.0419,,0.0778,0.0997,0.7741,7,562,160,6
0_8,0.8717,0.3309,0.8427,0.8462,0.0866,,0.1571,0.239,0.8395,11,606,116,2
0_9,0.6702,0.2287,0.6414,0.4615,0.0444,,0.0811,0.0963,0.815,6,593,129,7
0_Mean,0.6525,0.188,0.6309,0.4449,0.0415,,0.076,0.0881,0.8104,5.7,590.3,132.3,7.1
0_SD,0.093,0.0757,0.0878,0.1724,0.0179,,0.0323,0.0613,0.0163,2.2632326929023945,11.508933728002589,11.470251377658062,2.2335820757001272
Mean,0.6525,0.188,0.6309,0.4449,0.0415,,0.076,0.0881,0.8104,5.7,590.3,132.3,7.1
SD,0.093,0.0757,0.0878,0.1724,0.0178,,0.0323,0.0613,0.0163,2.2632,11.5089,11.4703,2.2336
