,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4382,0.0031,0.4586,0.0,0.0,,,-0.0235,0.9115,0,742,67,5
0_1,0.6607,0.2223,0.6617,0.4,0.0312,,0.058,0.0939,0.9201,2,747,62,3
0_2,0.5607,0.0077,0.4642,0.0,0.0,,,-0.0195,0.9237,0,751,58,4
0_3,0.6639,0.227,0.6635,0.4,0.0328,,0.0606,0.097,0.9237,2,749,59,3
0_4,0.5587,0.1113,0.566,0.2,0.0179,,0.0328,0.0407,0.9274,1,753,55,4
0_5,0.7597,0.23,0.6684,0.4,0.0377,,0.069,0.1067,0.9336,2,757,51,3
0_6,0.861,0.2467,0.861,0.8,0.0597,,0.1111,0.2053,0.9213,4,745,63,1
0_7,0.7641,0.3343,0.7598,0.6,0.0441,,0.0822,0.1467,0.9176,3,743,65,2
0_8,0.8614,0.342,0.8561,0.8,0.0533,,0.1,0.1924,0.9114,4,737,71,1
0_9,0.746,0.1246,0.6579,0.4,0.0286,,0.0533,0.088,0.9127,2,740,68,3
0_Mean,0.6874,0.1849,0.6617,0.4,0.0305,,0.0709,0.0928,0.9203,2.0,746.4,61.9,2.9
0_SD,0.1378,0.12,0.1401,0.2828,0.0201,,0.0257,0.0779,0.0072,1.4142135623730951,6.203941399536982,6.2084172253839744,1.286683937707919
Mean,0.6874,0.1849,0.6617,0.4,0.0305,,0.0709,0.0928,0.9203,2.0,746.4,61.9,2.9
SD,0.1378,0.12,0.1401,0.2828,0.0201,,0.0257,0.0779,0.0073,1.4142,6.2039,6.2084,1.2867
