,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5354,0.2772,0.5124,0.5286,0.0995,,0.1674,0.0146,0.4993,37,330,335,33
0_1,0.6551,0.369,0.6282,0.7,0.1424,,0.2367,0.1508,0.5701,49,370,295,21
0_2,0.6349,0.3275,0.604,0.6667,0.1311,,0.219,0.1215,0.5531,46,360,305,23
0_3,0.6677,0.3754,0.6205,0.7101,0.1357,,0.2279,0.1407,0.5477,49,353,312,20
0_4,0.6261,0.3411,0.6109,0.7429,0.1307,,0.2222,0.1307,0.5041,52,318,346,18
0_5,0.6541,0.3541,0.6154,0.6857,0.1371,,0.2286,0.1358,0.5586,48,362,302,22
0_6,0.6001,0.3376,0.5714,0.6429,0.1194,,0.2013,0.084,0.5136,45,332,332,25
0_7,0.6297,0.3257,0.5921,0.6571,0.1278,,0.214,0.1083,0.5395,46,350,314,24
0_8,0.6258,0.3307,0.5681,0.6,0.12,,0.2,0.0801,0.5422,42,356,308,28
0_9,0.6271,0.3177,0.591,0.6714,0.1263,,0.2127,0.1069,0.5259,47,339,325,23
0_Mean,0.6256,0.3356,0.5914,0.6605,0.127,,0.213,0.1073,0.5354,46.1,347.0,317.4,23.7
0_SD,0.037,0.0279,0.0342,0.0605,0.0121,,0.0198,0.0401,0.0238,4.175324338699131,16.55965646449896,16.399186971717022,4.270050741306634
Mean,0.6256,0.3356,0.5914,0.6605,0.127,,0.213,0.1073,0.5354,46.1,347.0,317.4,23.7
SD,0.037,0.0279,0.0342,0.0605,0.0121,,0.0198,0.0401,0.0238,4.1753,16.5597,16.3992,4.2701
