,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7583,0.3495,0.7037,0.625,0.1053,,0.1802,0.1872,0.7761,20,611,170,12
0_1,0.7766,0.3807,0.7572,0.75,0.1154,,0.2,0.2292,0.7638,24,597,184,8
0_2,0.7554,0.3523,0.7073,0.6364,0.1082,,0.185,0.1919,0.7724,21,607,173,12
0_3,0.8034,0.4035,0.7402,0.697,0.1198,,0.2044,0.2232,0.7798,23,611,169,10
0_4,0.8096,0.3943,0.7837,0.7879,0.1313,,0.2251,0.2609,0.7798,26,608,172,7
0_5,0.7453,0.2868,0.7079,0.6364,0.1088,,0.1858,0.1929,0.7737,21,608,172,12
0_6,0.7461,0.2737,0.6967,0.6562,0.0929,,0.1628,0.1708,0.734,21,575,205,11
0_7,0.809,0.4024,0.7864,0.8125,0.1221,,0.2122,0.2533,0.7623,26,593,187,6
0_8,0.7301,0.3578,0.7245,0.6875,0.1058,,0.1833,0.2002,0.7586,22,594,186,10
0_9,0.8008,0.3961,0.7793,0.8125,0.1161,,0.2031,0.2432,0.7488,26,582,198,6
0_Mean,0.7734,0.3597,0.7387,0.7101,0.1126,,0.1942,0.2153,0.7649,23.0,598.6,181.6,9.4
0_SD,0.0302,0.0467,0.0356,0.0748,0.0107,,0.0181,0.0309,0.0148,2.3570226039551585,12.659647177811342,12.571572870744713,2.4585451886114367
Mean,0.7735,0.3597,0.7387,0.7101,0.1126,,0.1942,0.2153,0.7649,23.0,598.6,181.6,9.4
SD,0.0302,0.0466,0.0356,0.0748,0.0107,,0.0181,0.0309,0.0148,2.357,12.6596,12.5716,2.4585
