,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.746,0.27,0.6663,0.4545,0.0485,,0.0877,0.1155,0.8722,5,705,98,6
0_1,0.6605,0.2134,0.67,0.4545,0.0515,,0.0926,0.1212,0.8796,5,711,92,6
0_2,0.8199,0.3154,0.779,0.7273,0.0556,,0.1032,0.1688,0.8292,8,667,136,3
0_3,0.832,0.3461,0.8197,0.8,0.0584,,0.1088,0.1883,0.8389,8,674,129,2
0_4,0.7248,0.2337,0.7346,0.6,0.0541,,0.0992,0.1506,0.8659,6,698,105,4
0_5,0.645,0.0722,0.5803,0.3,0.0261,,0.048,0.0508,0.8536,3,691,112,7
0_6,0.775,0.2401,0.7384,0.6,0.0571,,0.1043,0.1567,0.8733,6,704,99,4
0_7,0.7389,0.2911,0.7352,0.6,0.0545,,0.1,0.1516,0.8672,6,699,104,4
0_8,0.7511,0.2688,0.7546,0.6364,0.0642,,0.1167,0.1726,0.8696,7,700,102,4
0_9,0.6592,0.216,0.6257,0.3636,0.0426,,0.0762,0.0908,0.8807,4,712,90,7
0_Mean,0.7352,0.2467,0.7104,0.5536,0.0513,,0.0937,0.1367,0.863,5.8,696.1,106.7,4.7
0_SD,0.0651,0.0748,0.0732,0.1578,0.0106,,0.0196,0.0421,0.0172,1.6193277068654826,14.925369900497161,15.077945630769612,1.7029386365926402
Mean,0.7352,0.2467,0.7104,0.5536,0.0513,,0.0937,0.1367,0.863,5.8,696.1,106.7,4.7
SD,0.0651,0.0748,0.0732,0.1579,0.0106,,0.0196,0.0421,0.0172,1.6193,14.9254,15.0779,1.7029
