,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7393,0.3021,0.6901,0.6829,0.1069,,0.1848,0.178,0.6966,28,539,234,13
0_1,0.7067,0.3754,0.6816,0.675,0.1007,,0.1753,0.1671,0.6876,27,532,241,13
0_2,0.6859,0.3364,0.6618,0.625,0.0969,,0.1678,0.1504,0.695,25,540,233,15
0_3,0.7451,0.407,0.7152,0.75,0.1083,,0.1893,0.1964,0.6839,30,526,247,10
0_4,0.7081,0.3403,0.6704,0.65,0.0981,,0.1705,0.1573,0.6888,26,534,239,14
0_5,0.6883,0.3073,0.6553,0.625,0.0933,,0.1623,0.1429,0.6827,25,530,243,15
0_6,0.6566,0.2771,0.6303,0.575,0.0865,,0.1503,0.1202,0.6802,23,530,243,17
0_7,0.7431,0.3698,0.7204,0.75,0.1115,,0.1942,0.2026,0.6937,30,534,239,10
0_8,0.6669,0.2932,0.638,0.561,0.0947,,0.162,0.1319,0.7073,23,552,220,18
0_9,0.7517,0.3831,0.7015,0.7073,0.1098,,0.1902,0.1883,0.6962,29,537,235,12
0_Mean,0.7092,0.3392,0.6765,0.6601,0.1007,,0.1747,0.1635,0.6912,26.6,535.4,237.4,13.7
0_SD,0.0345,0.0436,0.0309,0.0656,0.0082,,0.0146,0.0278,0.0082,2.6331223544175333,7.260241808033057,7.545418035691153,2.6687491868330793
Mean,0.7092,0.3392,0.6765,0.6601,0.1007,,0.1747,0.1635,0.6912,26.6,535.4,237.4,13.7
SD,0.0345,0.0436,0.0309,0.0656,0.0082,,0.0146,0.0278,0.0082,2.6331,7.2602,7.5454,2.6687
