,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7521,0.3239,0.7348,0.7143,0.0718,,0.1304,0.1704,0.7543,15,599,194,6
0_1,0.595,0.1777,0.5839,0.381,0.0452,,0.0808,0.0645,0.7764,8,624,169,13
0_2,0.5374,0.143,0.5587,0.3636,0.0394,,0.0711,0.044,0.7432,8,597,195,14
0_3,0.762,0.318,0.7534,0.7619,0.0734,,0.1339,0.1815,0.7454,16,590,202,5
0_4,0.6425,0.159,0.5876,0.381,0.0468,,0.0833,0.0682,0.7835,8,629,163,13
0_5,0.7065,0.2619,0.7165,0.6667,0.0704,,0.1273,0.1598,0.7638,14,607,185,7
0_6,0.6033,0.2227,0.5748,0.4286,0.0391,,0.0717,0.0527,0.7134,9,571,221,12
0_7,0.7132,0.209,0.6099,0.4762,0.0469,,0.0855,0.0793,0.7368,10,589,203,11
0_8,0.7776,0.2213,0.7347,0.7143,0.0718,,0.1304,0.1704,0.754,15,598,194,6
0_9,0.7186,0.3144,0.6959,0.619,0.0674,,0.1215,0.1461,0.7688,13,612,180,8
0_Mean,0.6808,0.2351,0.655,0.5506,0.0572,,0.1036,0.1137,0.754,11.6,601.6,190.6,9.5
0_SD,0.0813,0.067,0.0783,0.1596,0.0148,,0.027,0.0562,0.0206,3.3065591380365986,17.193021840269964,17.069791380616746,3.4399612400917157
Mean,0.6808,0.2351,0.655,0.5507,0.0572,,0.1036,0.1137,0.754,11.6,601.6,190.6,9.5
SD,0.0814,0.067,0.0783,0.1596,0.0148,,0.027,0.0562,0.0206,3.3066,17.193,17.0698,3.44
