,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7272,0.2688,0.7289,0.5,0.0312,,0.0588,0.1169,0.9565,1,703,31,1
0_1,0.7289,0.2694,0.7248,0.5,0.0263,,0.05,0.1058,0.9484,1,697,37,1
0_2,0.968,0.283,0.7275,0.5,0.0294,,0.0556,0.1129,0.9538,1,701,33,1
0_3,0.4714,0.0007,0.4816,0.0,0.0,,,-0.0072,0.9619,0,707,27,1
0_4,0.9898,0.5312,0.9782,1.0,0.0303,,0.0588,0.1702,0.9565,1,702,32,0
0_5,0.4666,0.0007,0.4755,0.0,0.0,,,-0.0084,0.9497,0,698,36,1
0_6,0.4775,0.0014,0.4836,0.0,0.0,,,-0.0096,0.9646,0,709,24,2
0_7,0.4673,0.0014,0.4782,0.0,0.0,,,-0.0111,0.9537,0,701,32,2
0_8,0.7254,0.2698,0.7254,0.5,0.027,,0.0513,0.1074,0.9497,1,697,36,1
0_9,0.4666,0.0014,0.4754,0.0,0.0,,,-0.0119,0.9483,0,697,36,2
0_Mean,0.6489,0.1628,0.6279,0.3,0.0144,,0.0549,0.0565,0.9543,0.5,701.2,32.4,1.2
0_SD,0.21,0.1871,0.1741,0.3496,0.0153,,0.0041,0.072,0.0057,0.5270462766947299,4.237399621885522,4.247875285886397,0.6324555320336759
Mean,0.6489,0.1628,0.6279,0.3,0.0144,,0.0549,0.0565,0.9543,0.5,701.2,32.4,1.2
SD,0.21,0.1871,0.1741,0.3496,0.0153,,0.0041,0.072,0.0056,0.527,4.2374,4.2479,0.6325
