,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7272,0.2248,0.6864,0.5714,0.0779,,0.1371,0.1526,0.7948,12,573,142,9
0_1,0.804,0.3627,0.7488,0.7273,0.0889,,0.1584,0.1971,0.769,16,550,164,6
0_2,0.7537,0.3356,0.7366,0.6818,0.0915,,0.1613,0.1936,0.788,15,565,149,7
0_3,0.8858,0.4569,0.8233,0.8636,0.1092,,0.1939,0.2591,0.7853,19,559,155,3
0_4,0.7922,0.354,0.75,0.7143,0.0893,,0.1587,0.1984,0.7837,15,561,153,6
0_5,0.7741,0.2995,0.722,0.6667,0.0809,,0.1443,0.1744,0.7741,14,555,159,7
0_6,0.698,0.2711,0.6877,0.5714,0.0789,,0.1387,0.1544,0.7973,12,574,140,9
0_7,0.7012,0.216,0.6429,0.5238,0.0608,,0.1089,0.1105,0.7551,11,544,170,10
0_8,0.7259,0.245,0.7017,0.619,0.0778,,0.1383,0.1604,0.7796,13,560,154,8
0_9,0.7349,0.3185,0.743,0.7143,0.0843,,0.1508,0.189,0.7701,15,551,163,6
0_Mean,0.7597,0.3084,0.7242,0.6654,0.084,,0.149,0.1789,0.7797,14.2,559.2,154.9,7.1
0_SD,0.057,0.0737,0.0489,0.0989,0.0124,,0.022,0.0392,0.0129,2.3475755815545343,9.704523572941525,9.550450832872295,2.024845673131659
Mean,0.7597,0.3084,0.7242,0.6654,0.084,,0.149,0.179,0.7797,14.2,559.2,154.9,7.1
SD,0.057,0.0737,0.0489,0.0989,0.0124,,0.022,0.0392,0.0129,2.3476,9.7045,9.5505,2.0248
