,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5915,0.5191,0.4792,0.625,0.4054,,0.4918,-0.0431,0.4561,15,11,22,9
0_1,0.702,0.5848,0.5928,0.4583,0.55,,0.5,0.192,0.614,11,24,9,13
0_2,0.74,0.6936,0.6638,0.64,0.6154,,0.6275,0.3263,0.6667,16,22,10,9
0_3,0.715,0.5679,0.7038,0.72,0.6429,,0.6792,0.4045,0.7018,18,22,10,7
0_4,0.5656,0.5164,0.5612,0.56,0.5,,0.5283,0.1216,0.5614,14,18,14,11
0_5,0.5244,0.4837,0.5188,0.6,0.4545,,0.5172,0.0377,0.5088,15,14,18,10
0_6,0.675,0.6792,0.6169,0.64,0.5517,,0.5926,0.232,0.614,16,19,13,9
0_7,0.7219,0.6973,0.6325,0.64,0.5714,,0.6038,0.263,0.6316,16,20,12,9
0_8,0.6756,0.5709,0.6506,0.52,0.65,,0.5778,0.3132,0.6667,13,25,7,12
0_9,0.8118,0.72,0.7656,0.875,0.6562,,0.75,0.5312,0.75,21,21,11,3
0_Mean,0.6723,0.6033,0.6185,0.6278,0.5598,,0.5868,0.2378,0.6171,15.5,19.6,12.6,9.2
0_SD,0.0876,0.0869,0.0853,0.1134,0.0858,,0.083,0.1708,0.0886,2.718251071716682,4.351245032554859,4.477102237434884,2.780887148615228
Mean,0.6723,0.6033,0.6185,0.6278,0.5598,,0.5868,0.2378,0.6171,15.5,19.6,12.6,9.2
SD,0.0876,0.0869,0.0853,0.1134,0.0858,,0.083,0.1708,0.0887,2.7183,4.3512,4.4771,2.7809
