,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4959,0.2049,0.4959,0.4,0.006,,0.0119,-0.0013,0.5906,2,477,329,3
0_1,0.6891,0.4064,0.6891,0.8,0.0116,,0.0229,0.0599,0.5795,4,466,340,1
0_2,0.7077,0.407,0.7077,0.8,0.0127,,0.0251,0.0668,0.6165,4,496,310,1
0_3,0.5058,0.205,0.5058,0.4,0.0063,,0.0125,0.0019,0.6104,2,493,313,3
0_4,0.499,0.2049,0.499,0.4,0.0061,,0.0121,-0.0003,0.5968,2,482,324,3
0_5,0.4474,0.1045,0.4474,0.2,0.004,,0.0079,-0.0179,0.6917,1,560,246,4
0_6,0.5089,0.2051,0.5089,0.4,0.0065,,0.0127,0.0029,0.6165,2,498,308,3
0_7,0.7978,0.5061,0.7978,1.0,0.0121,,0.024,0.085,0.5975,4,480,326,0
0_8,0.5056,0.205,0.5056,0.4,0.0063,,0.0125,0.0018,0.6099,2,492,313,3
0_9,0.5075,0.2051,0.5075,0.4,0.0064,,0.0126,0.0024,0.6136,2,495,310,3
0_Mean,0.5665,0.2654,0.5665,0.52,0.0078,,0.0154,0.0201,0.6123,2.5,493.9,311.9,2.4
0_SD,0.1185,0.1272,0.1185,0.253,0.0031,,0.0061,0.0358,0.0305,1.0801234497346435,25.374746851501353,25.374746851501353,1.2649110640673518
Mean,0.5665,0.2654,0.5665,0.52,0.0078,,0.0154,0.0201,0.6123,2.5,493.9,311.9,2.4
SD,0.1185,0.1272,0.1185,0.253,0.0031,,0.0061,0.0359,0.0305,1.0801,25.3747,25.3747,1.2649
