,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5846,0.3544,0.5877,0.6774,0.051,,0.0948,0.0673,0.5049,21,388,391,10
0_1,0.5913,0.3398,0.6064,0.6774,0.0548,,0.1014,0.0817,0.5407,21,417,362,10
0_2,0.6852,0.3947,0.6598,0.7419,0.0653,,0.1201,0.1237,0.584,23,450,329,8
0_3,0.5979,0.3562,0.5922,0.6452,0.0528,,0.0976,0.0709,0.5432,20,420,359,11
0_4,0.6671,0.4349,0.6638,0.8,0.0612,,0.1137,0.1239,0.5377,24,411,368,6
0_5,0.5478,0.321,0.5474,0.5806,0.0455,,0.0843,0.0364,0.5167,18,400,378,13
0_6,0.6294,0.3898,0.6248,0.7097,0.0579,,0.1071,0.096,0.5464,22,420,358,9
0_7,0.5435,0.3214,0.5628,0.5806,0.0484,,0.0893,0.0484,0.5464,18,424,354,13
0_8,0.5781,0.3852,0.5984,0.7097,0.0523,,0.0973,0.0756,0.4957,22,379,399,9
0_9,0.7055,0.4584,0.697,0.8387,0.0699,,0.129,0.1518,0.5661,26,432,346,5
0_Mean,0.613,0.3756,0.614,0.6961,0.0559,,0.1035,0.0876,0.5382,21.5,414.1,364.4,9.4
0_SD,0.0565,0.046,0.0473,0.084,0.0077,,0.014,0.0363,0.0267,2.5055493963954847,20.835066594565998,20.7589338197638,2.6331223544175333
Mean,0.613,0.3756,0.614,0.6961,0.0559,,0.1035,0.0876,0.5382,21.5,414.1,364.4,9.4
SD,0.0565,0.046,0.0473,0.084,0.0077,,0.014,0.0363,0.0267,2.5055,20.8351,20.7589,2.6331
