,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5865,0.3445,0.5817,0.625,0.066,,0.1193,0.0711,0.5428,25,413,354,15
0_1,0.5876,0.3209,0.5881,0.6,0.0688,,0.1234,0.0772,0.5774,24,442,325,16
0_2,0.6291,0.3487,0.625,0.675,0.0765,,0.1374,0.1094,0.5799,27,441,326,13
0_3,0.5235,0.2898,0.5273,0.55,0.0547,,0.0995,0.0237,0.5068,22,387,380,18
0_4,0.5668,0.2939,0.5711,0.575,0.0648,,0.1165,0.0622,0.5675,23,435,332,17
0_5,0.6208,0.3833,0.6119,0.675,0.0724,,0.1308,0.0975,0.5551,27,421,346,13
0_6,0.5727,0.3484,0.5788,0.6341,0.0665,,0.1204,0.0693,0.5291,26,401,365,15
0_7,0.5993,0.3395,0.6036,0.6341,0.0737,,0.132,0.0917,0.5762,26,439,327,15
0_8,0.5651,0.3242,0.5827,0.6341,0.0675,,0.1221,0.0728,0.5366,26,407,359,15
0_9,0.5811,0.3324,0.5768,0.6,0.0656,,0.1182,0.067,0.5558,24,424,342,16
0_Mean,0.5833,0.3326,0.5847,0.6202,0.0676,,0.122,0.0742,0.5527,25.0,421.0,345.6,15.3
0_SD,0.03,0.0275,0.0265,0.04,0.006,,0.0104,0.0233,0.024,1.699673171197595,18.81488772222678,18.745073426844126,1.5670212364724212
Mean,0.5833,0.3326,0.5847,0.6202,0.0676,,0.122,0.0742,0.5527,25.0,421.0,345.6,15.3
SD,0.03,0.0275,0.0265,0.04,0.006,,0.0104,0.0233,0.0239,1.6997,18.8149,18.7451,1.567
