,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5581,0.3592,0.5589,0.7,0.0148,,0.0289,0.0263,0.4212,7,335,467,3
0_1,0.4885,0.259,0.4888,0.5,0.0118,,0.023,-0.005,0.4778,5,383,419,5
0_2,0.4287,0.1587,0.4544,0.4,0.0101,,0.0196,-0.0201,0.5074,4,408,394,6
0_3,0.6009,0.3605,0.6012,0.7,0.0172,,0.0337,0.0447,0.5049,7,403,399,3
0_4,0.5632,0.3291,0.5647,0.6364,0.0169,,0.033,0.0299,0.4951,7,395,406,4
0_5,0.3828,0.145,0.3836,0.2727,0.0074,,0.0143,-0.0538,0.4914,3,396,405,8
0_6,0.5986,0.3747,0.5996,0.7273,0.0186,,0.0362,0.0461,0.4754,8,378,423,3
0_7,0.5909,0.3745,0.5915,0.7273,0.018,,0.0352,0.0425,0.4594,8,365,436,3
0_8,0.5554,0.3288,0.556,0.6364,0.0164,,0.032,0.0259,0.4778,7,381,420,4
0_9,0.4891,0.259,0.4891,0.5,0.0118,,0.0231,-0.0048,0.4784,5,383,418,5
0_Mean,0.5256,0.2948,0.5288,0.58,0.0143,,0.0279,0.0132,0.4789,6.1,382.7,418.7,4.4
0_SD,0.0754,0.0863,0.0722,0.1557,0.0038,,0.0074,0.033,0.025,1.728840330651992,21.066297465119234,21.082114589280543,1.6465452046971292
Mean,0.5256,0.2948,0.5288,0.58,0.0143,,0.0279,0.0132,0.4789,6.1,382.7,418.7,4.4
SD,0.0754,0.0863,0.0722,0.1557,0.0038,,0.0075,0.033,0.025,1.7288,21.0663,21.0821,1.6465
