,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5866,0.3698,0.5888,0.7059,0.0278,,0.0535,0.051,0.4766,12,375,420,5
0_1,0.4737,0.2792,0.476,0.5294,0.0192,,0.0371,-0.0139,0.4249,9,336,459,8
0_2,0.6078,0.371,0.6102,0.7059,0.0302,,0.0578,0.0631,0.5185,12,409,386,5
0_3,0.6426,0.4229,0.632,0.8125,0.029,,0.0559,0.0739,0.4587,13,359,436,3
0_4,0.6305,0.4006,0.6336,0.7647,0.0319,,0.0612,0.0766,0.508,13,399,395,4
0_5,0.604,0.3991,0.6046,0.7647,0.0286,,0.0552,0.0604,0.4513,13,353,441,4
0_6,0.6734,0.431,0.6611,0.8235,0.034,,0.0653,0.0923,0.5055,14,396,398,3
0_7,0.5328,0.3102,0.5353,0.5882,0.0238,,0.0457,0.0202,0.4846,10,383,411,7
0_8,0.6177,0.3998,0.6204,0.7647,0.0303,,0.0583,0.0691,0.4821,13,378,416,4
0_9,0.5307,0.3101,0.5328,0.5882,0.0235,,0.0452,0.0188,0.4797,10,379,415,7
0_Mean,0.59,0.3694,0.5895,0.7048,0.0278,,0.0535,0.0512,0.479,11.9,376.7,417.7,5.0
0_SD,0.0605,0.0523,0.0573,0.1024,0.0044,,0.0085,0.0327,0.0284,1.66332999331662,22.346016299207434,22.489750752040116,1.7638342073763937
Mean,0.59,0.3694,0.5895,0.7048,0.0278,,0.0535,0.0511,0.479,11.9,376.7,417.7,5.0
SD,0.0605,0.0523,0.0573,0.1024,0.0044,,0.0085,0.0327,0.0284,1.6633,22.346,22.4898,1.7638
