,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6363,0.0864,0.5911,0.2308,0.0789,,0.1176,0.1084,0.9386,3,685,35,10
0_1,0.578,0.0288,0.5512,0.1538,0.0513,,0.0769,0.0603,0.9345,2,683,37,11
0_2,0.7176,0.071,0.5952,0.2308,0.0938,,0.1333,0.123,0.9468,3,691,29,10
0_3,0.7322,0.1413,0.5904,0.2308,0.0769,,0.1154,0.1063,0.9372,3,684,36,10
0_4,0.6767,0.0638,0.6638,0.3846,0.1087,,0.1695,0.1783,0.9332,5,679,41,8
0_5,0.689,0.0507,0.5807,0.2308,0.0566,,0.0909,0.0822,0.9181,3,670,50,10
0_6,0.7252,0.1194,0.5904,0.2308,0.0769,,0.1154,0.1063,0.9372,3,684,36,10
0_7,0.6794,0.0729,0.6295,0.3077,0.1026,,0.1538,0.1524,0.94,4,685,35,9
0_8,0.7497,0.0771,0.6458,0.3333,0.1176,,0.1739,0.176,0.9481,4,690,30,8
0_9,0.7794,0.156,0.6847,0.4167,0.1282,,0.1961,0.2089,0.944,5,686,34,7
0_Mean,0.6963,0.0867,0.6123,0.275,0.0892,,0.1343,0.1302,0.9378,3.5,683.7,36.3,9.3
0_SD,0.0584,0.0402,0.0418,0.0823,0.0254,,0.0383,0.0471,0.0085,0.97182531580755,5.888784066153027,5.888784066153027,1.2516655570345725
Mean,0.6964,0.0867,0.6123,0.275,0.0891,,0.1343,0.1302,0.9378,3.5,683.7,36.3,9.3
SD,0.0584,0.0402,0.0418,0.0823,0.0254,,0.0383,0.0471,0.0085,0.9718,5.8888,5.8888,1.2517
