,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.792,0.1881,0.6432,0.3333,0.1591,,0.2154,0.2008,0.9369,7,750,37,14
0_1,0.7099,0.097,0.6098,0.2857,0.1034,,0.1519,0.1354,0.9171,6,735,52,15
0_2,0.6633,0.1134,0.5886,0.2381,0.0943,,0.1351,0.1138,0.9208,5,739,48,16
0_3,0.5385,0.0818,0.5866,0.2381,0.0893,,0.1299,0.1086,0.9171,5,736,51,16
0_4,0.639,0.1448,0.6174,0.2857,0.1304,,0.1791,0.1613,0.9319,6,747,40,15
0_5,0.6223,0.0589,0.5949,0.2381,0.1163,,0.1562,0.1345,0.9332,5,749,38,16
0_6,0.6674,0.106,0.6098,0.2857,0.1034,,0.1519,0.1354,0.9171,6,735,52,15
0_7,0.7988,0.2758,0.7565,0.5714,0.2069,,0.3038,0.3162,0.9319,12,741,46,9
0_8,0.742,0.1042,0.6519,0.3636,0.1455,,0.2078,0.1963,0.9245,8,739,47,14
0_9,0.7022,0.1025,0.6098,0.2857,0.1034,,0.1519,0.1353,0.917,6,734,52,15
0_Mean,0.6875,0.1272,0.6269,0.3126,0.1252,,0.1783,0.1638,0.9247,6.6,740.5,46.3,14.5
0_SD,0.0794,0.0628,0.0503,0.0998,0.0365,,0.0525,0.0619,0.008,2.1186998109427604,6.078194176270157,5.945119380167605,2.068278940998476
Mean,0.6875,0.1273,0.6268,0.3125,0.1252,,0.1783,0.1638,0.9248,6.6,740.5,46.3,14.5
SD,0.0794,0.0628,0.0503,0.0998,0.0365,,0.0525,0.0619,0.008,2.1187,6.0782,5.9451,2.0683
