,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.694,0.1715,0.6659,0.4634,0.1583,,0.236,0.2047,0.8478,19,666,101,22
0_1,0.56,0.0899,0.5794,0.2683,0.1158,,0.1618,0.1082,0.8589,11,683,84,30
0_2,0.7176,0.1733,0.6994,0.55,0.1594,,0.2472,0.2299,0.834,22,651,116,18
0_3,0.7366,0.1948,0.6676,0.45,0.1698,,0.2466,0.2154,0.8637,18,679,88,22
0_4,0.7431,0.1483,0.7317,0.625,0.1678,,0.2646,0.2592,0.8278,25,643,124,15
0_5,0.77,0.2317,0.646,0.425,0.1429,,0.2138,0.1788,0.8451,17,665,102,23
0_6,0.7259,0.2089,0.6507,0.45,0.1364,,0.2093,0.1768,0.8315,18,653,114,22
0_7,0.6894,0.1829,0.6566,0.45,0.1463,,0.2209,0.1891,0.8426,18,662,105,22
0_8,0.7174,0.2396,0.6632,0.475,0.1429,,0.2197,0.1909,0.8327,19,653,114,21
0_9,0.6736,0.156,0.6364,0.3902,0.1509,,0.2177,0.1773,0.8575,16,676,90,25
0_Mean,0.7028,0.1797,0.6597,0.4547,0.1491,,0.2237,0.193,0.8442,18.3,663.1,103.8,22.0
0_SD,0.0575,0.0436,0.0396,0.0933,0.0161,,0.0281,0.0399,0.0127,3.653004851412662,13.261891938097587,13.373273512661155,3.9440531887330774
Mean,0.7028,0.1797,0.6597,0.4547,0.149,,0.2238,0.193,0.8442,18.3,663.1,103.8,22.0
SD,0.0575,0.0436,0.0396,0.0933,0.0161,,0.0281,0.0399,0.0127,3.653,13.2619,13.3733,3.9441
