,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7165,0.2647,0.6906,0.4,0.2105,,0.2759,0.2782,0.9741,4,787,15,6
0_1,0.7334,0.0874,0.5882,0.2,0.0952,,0.129,0.1225,0.9667,2,783,19,8
0_2,0.8605,0.3185,0.7344,0.5,0.1667,,0.25,0.2741,0.9631,5,777,25,5
0_3,0.692,0.0515,0.5363,0.1,0.0435,,0.0606,0.0482,0.9618,1,780,22,9
0_4,0.9354,0.3673,0.7192,0.4545,0.2778,,0.3448,0.3442,0.9766,5,788,13,6
0_5,0.6726,0.1297,0.7179,0.4545,0.25,,0.3226,0.325,0.9741,5,786,15,6
0_6,0.7032,0.2601,0.6706,0.3636,0.1818,,0.2424,0.2429,0.9692,4,783,18,7
0_7,0.5608,0.0482,0.579,0.1818,0.0952,,0.125,0.1151,0.9655,2,782,19,9
0_8,0.6378,0.2722,0.6245,0.2727,0.1364,,0.1818,0.1773,0.9667,3,782,19,8
0_9,0.5818,0.2144,0.595,0.2,0.2,,0.2,0.19,0.9803,2,793,8,8
0_Mean,0.7094,0.2014,0.6456,0.3127,0.1657,,0.2132,0.2118,0.9698,3.3,784.1,17.3,7.2
0_SD,0.1153,0.1145,0.0698,0.1394,0.0737,,0.0911,0.0974,0.0061,1.4944341180973264,4.532597979574677,4.78539444560216,1.3984117975602022
Mean,0.7094,0.2014,0.6456,0.3127,0.1657,,0.2132,0.2118,0.9698,3.3,784.1,17.3,7.2
SD,0.1153,0.1145,0.0698,0.1394,0.0737,,0.0911,0.0974,0.0062,1.4944,4.5326,4.7854,1.3984
