,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7407,0.2452,0.7727,0.5882,0.2273,,0.3279,0.345,0.9495,10,761,34,7
0_1,0.5366,0.2101,0.6244,0.2941,0.122,,0.1724,0.1627,0.9409,5,759,36,12
0_2,0.6068,0.1147,0.6589,0.3529,0.1765,,0.2353,0.2271,0.952,6,767,28,11
0_3,0.7569,0.2815,0.7177,0.4706,0.2222,,0.3019,0.3028,0.9544,8,767,28,9
0_4,0.8442,0.4236,0.7734,0.5882,0.2326,,0.3333,0.3495,0.9507,10,762,33,7
0_5,0.7969,0.2086,0.7024,0.4375,0.2121,,0.2857,0.2849,0.9568,7,769,26,9
0_6,0.8683,0.4488,0.7515,0.5294,0.3,,0.383,0.3818,0.9642,9,773,21,8
0_7,0.6837,0.3191,0.7158,0.4706,0.2051,,0.2857,0.2889,0.9507,8,763,31,9
0_8,0.7752,0.4221,0.7515,0.5294,0.3,,0.383,0.3818,0.9642,9,773,21,8
0_9,0.7526,0.3266,0.7214,0.4706,0.2667,,0.3404,0.3362,0.9618,8,772,22,9
0_Mean,0.7362,0.3,0.719,0.4732,0.2264,,0.3049,0.3061,0.9545,8.0,766.6,28.0,8.9
0_SD,0.1024,0.1093,0.0481,0.0946,0.0543,,0.0649,0.0694,0.0074,1.632993161855452,5.168279318217148,5.497474167490214,1.5951314818673865
Mean,0.7362,0.3,0.719,0.4732,0.2264,,0.3049,0.3061,0.9545,8.0,766.6,28.0,8.9
SD,0.1024,0.1093,0.0481,0.0946,0.0543,,0.0649,0.0694,0.0074,1.633,5.1683,5.4975,1.5951
