,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7412,0.0602,0.582,0.2,0.0333,,0.0571,0.068,0.9593,1,777,29,4
0_1,0.6782,0.1268,0.7876,0.6,0.1304,,0.2143,0.2712,0.9729,3,786,20,2
0_2,0.7608,0.0884,0.6851,0.4,0.0769,,0.129,0.1645,0.9667,2,782,24,3
0_3,0.7256,0.2158,0.5851,0.2,0.04,,0.0667,0.0771,0.9655,1,782,24,4
0_4,0.667,0.0265,0.5901,0.2,0.0588,,0.0909,0.0984,0.9753,1,790,16,4
0_5,0.7423,0.0948,0.5975,0.2,0.2,,0.2,0.195,0.9901,1,802,4,4
0_6,0.4844,0.2104,0.5895,0.2,0.0556,,0.087,0.0951,0.9741,1,789,17,4
0_7,0.5918,0.0672,0.6132,0.25,0.05,,0.0833,0.1023,0.9728,1,787,19,3
0_8,0.5523,0.022,0.5832,0.2,0.0357,,0.0606,0.0714,0.9617,1,778,27,4
0_9,0.6465,0.2168,0.5876,0.2,0.0476,,0.0769,0.0863,0.9704,1,785,20,4
0_Mean,0.659,0.1129,0.6201,0.265,0.0728,,0.1066,0.1229,0.9709,1.3,785.8,20.0,3.6
0_SD,0.0916,0.0765,0.0665,0.1334,0.0529,,0.0568,0.0665,0.0086,0.6749485577105528,7.146094504459528,7.023769168568493,0.6992058987801011
Mean,0.659,0.1129,0.6201,0.265,0.0728,,0.1066,0.1229,0.9709,1.3,785.8,20.0,3.6
SD,0.0916,0.0765,0.0665,0.1334,0.0529,,0.0568,0.0665,0.0086,0.6749,7.1461,7.0238,0.6992
