,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7218,0.163,0.6394,0.4082,0.1695,,0.2395,0.1884,0.8424,20,659,98,29
0_1,0.7101,0.2102,0.6697,0.449,0.2095,,0.2857,0.2409,0.8635,22,674,83,27
0_2,0.772,0.2961,0.6874,0.4898,0.2162,,0.3,0.2599,0.861,24,670,87,25
0_3,0.6662,0.1056,0.5718,0.3061,0.1087,,0.1604,0.0911,0.8052,15,634,123,34
0_4,0.6518,0.1751,0.6024,0.3673,0.1277,,0.1895,0.1289,0.8089,18,634,123,31
0_5,0.6647,0.1508,0.6344,0.4167,0.1515,,0.2222,0.1719,0.8261,20,645,112,28
0_6,0.6781,0.1568,0.6421,0.4375,0.1533,,0.227,0.1791,0.8224,21,641,116,27
0_7,0.6897,0.1695,0.6798,0.5208,0.1701,,0.2564,0.2204,0.8199,25,635,122,23
0_8,0.683,0.1885,0.6585,0.4583,0.1705,,0.2486,0.2046,0.8348,22,650,107,26
0_9,0.7378,0.162,0.6502,0.4167,0.1852,,0.2564,0.2087,0.8559,20,669,88,28
0_Mean,0.6975,0.1778,0.6436,0.427,0.1662,,0.2386,0.1894,0.834,20.7,651.1,105.9,27.8
0_SD,0.0376,0.0495,0.0352,0.0606,0.0333,,0.0417,0.0505,0.0211,2.869378562220979,15.807522822307666,15.807522822307668,3.084008934992101
Mean,0.6975,0.1778,0.6436,0.427,0.1662,,0.2386,0.1894,0.834,20.7,651.1,105.9,27.8
SD,0.0376,0.0495,0.0352,0.0606,0.0333,,0.0417,0.0505,0.0211,2.8694,15.8075,15.8075,3.084
