,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7098,0.4541,0.7143,0.4839,0.2586,,0.3371,0.319,0.9272,15,736,43,16
0_1,0.8384,0.4857,0.7634,0.5806,0.3,,0.3956,0.3859,0.9321,18,737,42,13
0_2,0.7993,0.4216,0.7447,0.5484,0.2698,,0.3617,0.3505,0.9259,17,733,46,14
0_3,0.7683,0.4909,0.7487,0.5667,0.2394,,0.3366,0.3321,0.9172,17,725,54,13
0_4,0.7756,0.5263,0.7505,0.5806,0.225,,0.3243,0.3222,0.9073,18,716,62,13
0_5,0.6927,0.2775,0.6892,0.4516,0.1972,,0.2745,0.2567,0.9085,14,721,57,17
0_6,0.6663,0.3427,0.6924,0.4516,0.2121,,0.2887,0.2698,0.9147,14,726,52,17
0_7,0.6768,0.3522,0.6943,0.4516,0.2222,,0.2979,0.2784,0.9184,14,729,49,17
0_8,0.6491,0.4383,0.7311,0.5161,0.2759,,0.3596,0.3439,0.9295,16,736,42,15
0_9,0.8277,0.5358,0.784,0.6452,0.25,,0.3604,0.3653,0.9122,20,718,60,11
0_Mean,0.7404,0.4325,0.7312,0.5276,0.245,,0.3336,0.3224,0.9193,16.3,727.7,50.7,14.6
0_SD,0.0697,0.0849,0.0327,0.0673,0.0318,,0.0379,0.0425,0.0089,2.057506581601462,7.746683878351505,7.46919600016554,2.1186998109427604
Mean,0.7404,0.4325,0.7313,0.5276,0.245,,0.3336,0.3224,0.9193,16.3,727.7,50.7,14.6
SD,0.0698,0.0849,0.0327,0.0673,0.0318,,0.0379,0.0425,0.0089,2.0575,7.7467,7.4692,2.1187
