,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.5875,0.7358,0.55,0.6,0.6,,0.6,0.1,0.5556,6,4,4,4
0_1,0.5125,0.5357,0.5,0.5,0.5556,,0.5263,0.0,0.5,5,4,4,5
0_2,0.5974,0.7602,0.5325,0.6364,0.6364,,0.6364,0.0649,0.5556,7,3,4,4
0_3,0.6494,0.811,0.5325,0.6364,0.6364,,0.6364,0.0649,0.5556,7,3,4,4
0_4,0.8143,0.9031,0.6857,0.8,0.7273,,0.7619,0.3825,0.7059,8,4,3,2
0_5,0.7571,0.8195,0.6357,0.7,0.7,,0.7,0.2714,0.6471,7,4,3,3
0_6,0.4643,0.5996,0.4714,0.8,0.5714,,0.6667,-0.0738,0.5294,8,1,6,2
0_7,0.5143,0.5856,0.5643,0.7,0.6364,,0.6667,0.1324,0.5882,7,3,4,3
0_8,0.5143,0.5453,0.5357,0.5,0.625,,0.5556,0.0704,0.5294,5,4,3,5
0_9,0.3857,0.6201,0.3714,0.6,0.5,,0.5455,-0.2777,0.4118,6,1,6,4
0_Mean,0.5797,0.6916,0.5379,0.6473,0.6188,,0.6295,0.0735,0.5578,6.6,3.1,4.1,3.6
0_SD,0.1316,0.1302,0.0856,0.1056,0.0667,,0.0741,0.1793,0.0797,1.07496769977314,1.1972189997378646,1.1005049346146119,1.07496769977314
Mean,0.5797,0.6916,0.5379,0.6473,0.6188,,0.6295,0.0735,0.5579,6.6,3.1,4.1,3.6
SD,0.1316,0.1302,0.0856,0.1056,0.0667,,0.0741,0.1793,0.0797,1.075,1.1972,1.1005,1.075
