,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6671,0.0518,0.6682,0.375,0.0968,,0.1538,0.1737,0.955,3,697,28,5
0_1,0.8304,0.0853,0.7334,0.5,0.1429,,0.2222,0.2531,0.9618,4,701,24,4
0_2,0.8784,0.1633,0.6668,0.375,0.0909,,0.1463,0.1672,0.9523,3,695,30,5
0_3,0.8726,0.2907,0.7994,0.625,0.2083,,0.3125,0.3496,0.97,5,706,19,3
0_4,0.6324,0.0357,0.5376,0.1111,0.037,,0.0556,0.044,0.9536,1,698,26,8
0_5,0.6392,0.0476,0.6633,0.375,0.0789,,0.1304,0.1531,0.9454,3,689,35,5
0_6,0.6659,0.0567,0.6043,0.25,0.0625,,0.1,0.1061,0.9508,2,694,30,6
0_7,0.8147,0.0749,0.7327,0.5,0.1379,,0.2162,0.2481,0.9604,4,699,25,4
0_8,0.6941,0.507,0.732,0.5,0.1333,,0.2105,0.2434,0.959,4,698,26,4
0_9,0.76,0.1048,0.6661,0.375,0.0882,,0.1429,0.1641,0.9508,3,693,31,5
0_Mean,0.7455,0.1418,0.6804,0.3986,0.1077,,0.169,0.1902,0.9559,3.2,697.0,27.4,4.9
0_SD,0.0973,0.1493,0.0741,0.1449,0.049,,0.073,0.0862,0.007,1.1352924243950933,4.666666666666667,4.427188724235731,1.3703203194062978
Mean,0.7455,0.1418,0.6804,0.3986,0.1077,,0.169,0.1902,0.9559,3.2,697.0,27.4,4.9
SD,0.0973,0.1493,0.0741,0.1449,0.049,,0.073,0.0862,0.007,1.1353,4.6667,4.4272,1.3703
