,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4782,0.0025,0.4986,0.0,0.0,,,-0.0027,0.9946,0,732,2,2
0_1,0.7868,0.1274,0.7486,0.5,0.3333,,0.4,0.4063,0.9959,1,732,2,1
0_2,0.8631,0.0101,0.4986,0.0,0.0,,,-0.0027,0.9946,0,732,2,2
0_3,0.9898,0.545,0.7486,0.5,0.3333,,0.4,0.4063,0.9959,1,732,2,1
0_4,0.5014,0.01,0.4952,0.0,0.0,,,-0.0051,0.9878,0,727,7,2
0_5,0.5708,0.0077,0.4959,0.0,0.0,,,-0.0047,0.9891,0,728,6,2
0_6,0.3937,0.0022,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_7,1.0,1.0,0.9959,1.0,0.1429,,0.25,0.3764,0.9918,1,728,6,0
0_8,0.9959,0.125,0.998,1.0,0.25,,0.4,0.499,0.9959,1,731,3,0
0_9,0.4292,0.0012,0.4952,0.0,0.0,,,-0.0036,0.9891,0,727,7,1
0_Mean,0.7009,0.1831,0.6473,0.3,0.106,,0.3625,0.1666,0.9928,0.4,730.0,4.0,1.3
0_SD,0.2513,0.3323,0.211,0.4216,0.1464,,0.075,0.222,0.0031,0.5163977794943223,2.211083193570267,2.211083193570267,0.8232726023485646
Mean,0.7009,0.1831,0.6473,0.3,0.106,,0.3625,0.1666,0.9928,0.4,730.0,4.0,1.3
SD,0.2513,0.3323,0.211,0.4216,0.1464,,0.075,0.222,0.0031,0.5164,2.2111,2.2111,0.8233
