,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7708,0.8599,0.6042,0.875,0.6364,,0.7368,0.2513,0.6429,7,2,4,1
0_1,0.9583,0.9736,0.8125,0.625,1.0,,0.7692,0.6455,0.7857,5,6,0,3
0_2,0.75,0.8528,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_3,0.9583,0.9685,0.875,0.75,1.0,,0.8571,0.75,0.8571,6,6,0,2
0_4,0.7708,0.8445,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_5,0.6458,0.7457,0.5625,0.625,0.625,,0.625,0.125,0.5714,5,3,3,3
0_6,0.6458,0.6976,0.6667,1.0,0.6667,,0.8,0.4714,0.7143,8,2,4,0
0_7,0.6458,0.6153,0.625,0.75,0.6667,,0.7059,0.2582,0.6429,6,3,3,2
0_8,0.5556,0.7583,0.5333,0.6667,0.6667,,0.6667,0.0667,0.5714,6,2,3,3
0_9,0.725,0.7657,0.6375,0.875,0.7,,0.7778,0.3175,0.6923,7,2,3,1
0_Mean,0.7426,0.8082,0.6712,0.7792,0.7406,,0.7468,0.3703,0.6907,6.3,3.3,2.5,1.8
0_SD,0.1325,0.1139,0.1116,0.1243,0.1429,,0.0723,0.2262,0.0952,0.9486832980505138,1.567021236472421,1.4337208778404378,1.0327955589886446
Mean,0.7426,0.8082,0.6712,0.7792,0.7406,,0.7468,0.3703,0.6907,6.3,3.3,2.5,1.8
SD,0.1325,0.1139,0.1116,0.1243,0.1429,,0.0723,0.2262,0.0952,0.9487,1.567,1.4337,1.0328
