,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8188,0.5496,0.7914,0.6154,0.2353,,0.3404,0.3652,0.9618,8,772,26,5
0_1,0.8489,0.5163,0.7952,0.6154,0.2857,,0.3902,0.4061,0.9692,8,778,20,5
0_2,0.8175,0.6355,0.8593,0.75,0.2647,,0.3913,0.433,0.9654,9,773,25,3
0_3,0.9066,0.379,0.86,0.75,0.2727,,0.4,0.44,0.9667,9,774,24,3
0_4,0.726,0.5748,0.7611,0.5385,0.35,,0.4242,0.4228,0.9765,7,784,13,6
0_5,0.8677,0.7207,0.8361,0.6923,0.36,,0.4737,0.4884,0.9753,9,781,16,4
0_6,0.7749,0.4181,0.7188,0.4615,0.24,,0.3158,0.318,0.9679,6,778,19,7
0_7,0.8246,0.5461,0.7623,0.5385,0.3889,,0.4516,0.4473,0.979,7,786,11,6
0_8,0.7183,0.5828,0.7901,0.6154,0.2222,,0.3265,0.3538,0.9593,8,769,28,5
0_9,0.7617,0.5225,0.8367,0.6923,0.375,,0.4865,0.4991,0.9765,9,782,15,4
0_Mean,0.8065,0.5445,0.8011,0.6269,0.2995,,0.4,0.4174,0.9698,8.0,777.7,19.7,4.8
0_SD,0.061,0.098,0.0465,0.0956,0.0629,,0.06,0.0579,0.0068,1.0540925533894598,5.598610938835137,5.888784066153027,1.3165611772087666
Mean,0.8065,0.5445,0.8011,0.6269,0.2994,,0.4,0.4174,0.9698,8.0,777.7,19.7,4.8
SD,0.0609,0.098,0.0465,0.0956,0.0629,,0.06,0.0579,0.0068,1.0541,5.5986,5.8888,1.3166
