,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8149,0.7335,0.5,0.1429,0.2222,0.2531,0.962
0_1,0.7775,0.6058,0.25,0.0667,0.1053,0.1109,0.9538
0_2,0.7339,0.6058,0.25,0.0667,0.1053,0.1109,0.9538
0_3,0.5956,0.6092,0.25,0.08,0.1212,0.125,0.9606
0_4,0.6988,0.7335,0.5,0.1429,0.2222,0.2531,0.962
0_5,0.7526,0.6717,0.375,0.1154,0.1765,0.1929,0.962
0_6,0.8835,0.703,0.4444,0.125,0.1951,0.2188,0.9552
0_7,0.7603,0.6078,0.25,0.0741,0.1143,0.1189,0.9578
0_8,0.5578,0.6071,0.25,0.0714,0.1111,0.1161,0.9565
0_9,0.7703,0.7953,0.625,0.1667,0.2632,0.3097,0.9619
0_Mean,0.7345,0.6673,0.3694,0.1052,0.1636,0.181,0.9585
0_SD,0.0969,0.0704,0.14,0.0377,0.0594,0.0742,0.0035
Mean,0.7345,0.6673,0.3694,0.1052,0.1636,0.1809,0.9586
SD,0.0969,0.0704,0.14,0.0378,0.0594,0.0742,0.0035
