,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9755,0.748,0.5,0.25,0.3333,0.3511,0.9946
0_1,0.5981,0.7473,0.5,0.2,0.2857,0.3134,0.9932
0_2,0.6907,0.4966,0.0,0.0,,-0.0043,0.9905
0_3,0.3501,0.4973,0.0,0.0,,-0.0027,0.9932
0_4,1.0,0.9966,1.0,0.1667,0.2857,0.4069,0.9932
0_5,0.2725,0.4973,0.0,0.0,,-0.0027,0.9932
0_6,0.2947,0.4959,0.0,0.0,,-0.0047,0.9891
0_7,0.7128,0.4966,0.0,0.0,,-0.0043,0.9905
0_8,0.8984,0.7466,0.5,0.1667,0.25,0.2855,0.9918
0_9,0.8888,0.4925,0.0,0.0,,-0.0064,0.9823
0_Mean,0.6682,0.6215,0.25,0.0783,0.2887,0.1332,0.9912
0_SD,0.281,0.1772,0.3536,0.1037,0.0342,0.1799,0.0035
Mean,0.6682,0.6215,0.25,0.0783,0.2887,0.1332,0.9912
SD,0.281,0.1772,0.3536,0.1037,0.0342,0.1799,0.0035
